ProductID,ProductTHTDatum,CStatusProduct,FStatusProduct,PStatusProduct,SoortProductID
2603,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
2604,2024-01-01,Gemaakt,Gevuld,Niet verpakt,2
2605,2024-02-02,In Productie,Niet gevuld,Verpakt,1
2606,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
2607,2024-04-04,In Productie,Gevuld,Niet verpakt,1
2608,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
2609,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
2610,2024-07-07,Gemaakt,Gevuld,Verpakt,2
2611,2024-08-08,In Productie,Niet gevuld,Niet verpakt,1
2612,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,2
2613,2024-10-10,In Productie,Gevuld,Niet verpakt,2
2614,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
2615,2024-12-12,In Productie,Niet gevuld,Verpakt,2
2616,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
2617,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
2618,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
2619,2024-04-16,In Productie,Gevuld,Niet verpakt,1
2620,2024-05-17,Gemaakt,Niet gevuld,Verpakt,1
2621,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
2622,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
2623,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
2624,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
2625,2024-10-22,In Productie,Gevuld,Verpakt,1
2626,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,1
2627,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
2628,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
2629,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
2630,2024-03-27,Gemaakt,Niet gevuld,Verpakt,2
2631,2024-04-28,In Productie,Gevuld,Niet verpakt,2
2632,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,2
2633,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
2634,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
2635,2024-08-04,In Productie,Niet gevuld,Verpakt,1
2636,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
2637,2024-10-06,In Productie,Gevuld,Niet verpakt,1
2638,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
2639,2024-12-08,In Productie,Niet gevuld,Niet verpakt,1
2640,2024-01-09,Gemaakt,Gevuld,Verpakt,1
2641,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
2642,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,2
2643,2024-04-12,In Productie,Gevuld,Niet verpakt,1
2644,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
2645,2024-06-14,In Productie,Niet gevuld,Verpakt,1
2646,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
2647,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
2648,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
2649,2024-10-18,In Productie,Gevuld,Niet verpakt,2
2650,2024-11-19,Gemaakt,Niet gevuld,Verpakt,2
2651,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
2652,2024-01-21,Gemaakt,Gevuld,Niet verpakt,2
2653,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
2654,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,1
2655,2024-04-24,In Productie,Gevuld,Verpakt,2
2656,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,2
2657,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
2658,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
2659,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
2660,2024-09-01,Gemaakt,Niet gevuld,Verpakt,2
2661,2024-10-02,In Productie,Gevuld,Niet verpakt,1
2662,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,2
2663,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
2664,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
2665,2024-02-06,In Productie,Niet gevuld,Verpakt,1
2666,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,1
2667,2024-04-08,In Productie,Gevuld,Niet verpakt,2
2668,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
2669,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
2670,2024-07-11,Gemaakt,Gevuld,Verpakt,1
2671,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
2672,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
2673,2024-10-14,In Productie,Gevuld,Niet verpakt,2
2674,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,2
2675,2024-12-16,In Productie,Niet gevuld,Verpakt,1
2676,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
2677,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
2678,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
2679,2024-04-20,In Productie,Gevuld,Niet verpakt,2
2680,2024-05-21,Gemaakt,Niet gevuld,Verpakt,1
2681,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
2682,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
2683,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
2684,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
2685,2024-10-26,In Productie,Gevuld,Verpakt,1
2686,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
2687,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
2688,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
2689,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
2690,2024-03-03,Gemaakt,Niet gevuld,Verpakt,1
2691,2024-04-04,In Productie,Gevuld,Niet verpakt,2
2692,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,2
2693,2024-06-06,In Productie,Niet gevuld,Niet verpakt,2
2694,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
2695,2024-08-08,In Productie,Niet gevuld,Verpakt,1
2696,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
2697,2024-10-10,In Productie,Gevuld,Niet verpakt,1
2698,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,1
2699,2024-12-12,In Productie,Niet gevuld,Niet verpakt,1
2700,2024-01-13,Gemaakt,Gevuld,Verpakt,1
2701,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
2702,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
2703,2024-04-16,In Productie,Gevuld,Niet verpakt,1
2704,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
2705,2024-06-18,In Productie,Niet gevuld,Verpakt,1
2706,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
2707,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
2708,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
2709,2024-10-22,In Productie,Gevuld,Niet verpakt,2
2710,2024-11-23,Gemaakt,Niet gevuld,Verpakt,2
2711,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
2712,2024-01-25,Gemaakt,Gevuld,Niet verpakt,2
2713,2024-02-26,In Productie,Niet gevuld,Niet verpakt,1
2714,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
2715,2024-04-28,In Productie,Gevuld,Verpakt,2
2716,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,2
2717,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
2718,2024-07-03,Gemaakt,Gevuld,Niet verpakt,1
2719,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
2720,2024-09-05,Gemaakt,Niet gevuld,Verpakt,1
2721,2024-10-06,In Productie,Gevuld,Niet verpakt,1
2722,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
2723,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
2724,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
2725,2024-02-10,In Productie,Niet gevuld,Verpakt,1
2726,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
2727,2024-04-12,In Productie,Gevuld,Niet verpakt,2
2728,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,1
2729,2024-06-14,In Productie,Niet gevuld,Niet verpakt,1
2730,2024-07-15,Gemaakt,Gevuld,Verpakt,1
2731,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
2732,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,2
2733,2024-10-18,In Productie,Gevuld,Niet verpakt,1
2734,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
2735,2024-12-20,In Productie,Niet gevuld,Verpakt,2
2736,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
2737,2024-02-22,In Productie,Niet gevuld,Niet verpakt,1
2738,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
2739,2024-04-24,In Productie,Gevuld,Niet verpakt,1
2740,2024-05-25,Gemaakt,Niet gevuld,Verpakt,1
2741,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
2742,2024-07-27,Gemaakt,Gevuld,Niet verpakt,1
2743,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
2744,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
2745,2024-10-02,In Productie,Gevuld,Verpakt,1
2746,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
2747,2024-12-04,In Productie,Niet gevuld,Niet verpakt,1
2748,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
2749,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
2750,2024-03-07,Gemaakt,Niet gevuld,Verpakt,2
2751,2024-04-08,In Productie,Gevuld,Niet verpakt,1
2752,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
2753,2024-06-10,In Productie,Niet gevuld,Niet verpakt,2
2754,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
2755,2024-08-12,In Productie,Niet gevuld,Verpakt,2
2756,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
2757,2024-10-14,In Productie,Gevuld,Niet verpakt,2
2758,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
2759,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
2760,2024-01-17,Gemaakt,Gevuld,Verpakt,2
2761,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
2762,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,2
2763,2024-04-20,In Productie,Gevuld,Niet verpakt,1
2764,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
2765,2024-06-22,In Productie,Niet gevuld,Verpakt,1
2766,2024-07-23,Gemaakt,Gevuld,Niet verpakt,2
2767,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
2768,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,2
2769,2024-10-26,In Productie,Gevuld,Niet verpakt,2
2770,2024-11-27,Gemaakt,Niet gevuld,Verpakt,1
2771,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
2772,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
2773,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
2774,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,1
2775,2024-04-04,In Productie,Gevuld,Verpakt,1
2776,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
2777,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
2778,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
2779,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
2780,2024-09-09,Gemaakt,Niet gevuld,Verpakt,1
2781,2024-10-10,In Productie,Gevuld,Niet verpakt,1
2782,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
2783,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
2784,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
2785,2024-02-14,In Productie,Niet gevuld,Verpakt,1
2786,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,2
2787,2024-04-16,In Productie,Gevuld,Niet verpakt,2
2788,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
2789,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
2790,2024-07-19,Gemaakt,Gevuld,Verpakt,1
2791,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
2792,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,1
2793,2024-10-22,In Productie,Gevuld,Niet verpakt,1
2794,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,1
2795,2024-12-24,In Productie,Niet gevuld,Verpakt,2
2796,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
2797,2024-02-26,In Productie,Niet gevuld,Niet verpakt,1
2798,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
2799,2024-04-28,In Productie,Gevuld,Niet verpakt,1
2800,2024-05-01,Gemaakt,Niet gevuld,Verpakt,2
2801,2024-06-02,In Productie,Niet gevuld,Niet verpakt,1
2802,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
2803,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
2804,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,2
2805,2024-10-06,In Productie,Gevuld,Verpakt,1
2806,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,1
2807,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
2808,2024-01-09,Gemaakt,Gevuld,Niet verpakt,2
2809,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
2810,2024-03-11,Gemaakt,Niet gevuld,Verpakt,1
2811,2024-04-12,In Productie,Gevuld,Niet verpakt,1
2812,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,1
2813,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
2814,2024-07-15,Gemaakt,Gevuld,Niet verpakt,1
2815,2024-08-16,In Productie,Niet gevuld,Verpakt,2
2816,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
2817,2024-10-18,In Productie,Gevuld,Niet verpakt,1
2818,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,2
2819,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
2820,2024-01-21,Gemaakt,Gevuld,Verpakt,2
2821,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
2822,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
2823,2024-04-24,In Productie,Gevuld,Niet verpakt,2
2824,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,2
2825,2024-06-26,In Productie,Niet gevuld,Verpakt,1
2826,2024-07-27,Gemaakt,Gevuld,Niet verpakt,2
2827,2024-08-28,In Productie,Niet gevuld,Niet verpakt,2
2828,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
2829,2024-10-02,In Productie,Gevuld,Niet verpakt,2
2830,2024-11-03,Gemaakt,Niet gevuld,Verpakt,1
2831,2024-12-04,In Productie,Niet gevuld,Niet verpakt,2
2832,2024-01-05,Gemaakt,Gevuld,Niet verpakt,1
2833,2024-02-06,In Productie,Niet gevuld,Niet verpakt,2
2834,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
2835,2024-04-08,In Productie,Gevuld,Verpakt,2
2836,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,2
2837,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
2838,2024-07-11,Gemaakt,Gevuld,Niet verpakt,1
2839,2024-08-12,In Productie,Niet gevuld,Niet verpakt,1
2840,2024-09-13,Gemaakt,Niet gevuld,Verpakt,1
2841,2024-10-14,In Productie,Gevuld,Niet verpakt,2
2842,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,1
2843,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
2844,2024-01-17,Gemaakt,Gevuld,Niet verpakt,1
2845,2024-02-18,In Productie,Niet gevuld,Verpakt,1
2846,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,1
2847,2024-04-20,In Productie,Gevuld,Niet verpakt,2
2848,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,1
2849,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
2850,2024-07-23,Gemaakt,Gevuld,Verpakt,2
2851,2024-08-24,In Productie,Niet gevuld,Niet verpakt,2
2852,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
2853,2024-10-26,In Productie,Gevuld,Niet verpakt,1
2854,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
2855,2024-12-28,In Productie,Niet gevuld,Verpakt,2
2856,2024-01-01,Gemaakt,Gevuld,Niet verpakt,2
2857,2024-02-02,In Productie,Niet gevuld,Niet verpakt,2
2858,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
2859,2024-04-04,In Productie,Gevuld,Niet verpakt,2
2860,2024-05-05,Gemaakt,Niet gevuld,Verpakt,1
2861,2024-06-06,In Productie,Niet gevuld,Niet verpakt,1
2862,2024-07-07,Gemaakt,Gevuld,Niet verpakt,1
2863,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
2864,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
2865,2024-10-10,In Productie,Gevuld,Verpakt,1
2866,2024-11-11,Gemaakt,Niet gevuld,Niet verpakt,2
2867,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
2868,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
2869,2024-02-14,In Productie,Niet gevuld,Niet verpakt,2
2870,2024-03-15,Gemaakt,Niet gevuld,Verpakt,2
2871,2024-04-16,In Productie,Gevuld,Niet verpakt,2
2872,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,2
2873,2024-06-18,In Productie,Niet gevuld,Niet verpakt,2
2874,2024-07-19,Gemaakt,Gevuld,Niet verpakt,1
2875,2024-08-20,In Productie,Niet gevuld,Verpakt,2
2876,2024-09-21,Gemaakt,Niet gevuld,Niet verpakt,2
2877,2024-10-22,In Productie,Gevuld,Niet verpakt,1
2878,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,1
2879,2024-12-24,In Productie,Niet gevuld,Niet verpakt,1
2880,2024-01-25,Gemaakt,Gevuld,Verpakt,2
2881,2024-02-26,In Productie,Niet gevuld,Niet verpakt,2
2882,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,1
2883,2024-04-28,In Productie,Gevuld,Niet verpakt,2
2884,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
2885,2024-06-02,In Productie,Niet gevuld,Verpakt,1
2886,2024-07-03,Gemaakt,Gevuld,Niet verpakt,2
2887,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
2888,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
2889,2024-10-06,In Productie,Gevuld,Niet verpakt,2
2890,2024-11-07,Gemaakt,Niet gevuld,Verpakt,1
2891,2024-12-08,In Productie,Niet gevuld,Niet verpakt,2
2892,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
2893,2024-02-10,In Productie,Niet gevuld,Niet verpakt,1
2894,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,2
2895,2024-04-12,In Productie,Gevuld,Verpakt,1
2896,2024-05-13,Gemaakt,Niet gevuld,Niet verpakt,2
2897,2024-06-14,In Productie,Niet gevuld,Niet verpakt,1
2898,2024-07-15,Gemaakt,Gevuld,Niet verpakt,2
2899,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
2900,2024-09-17,Gemaakt,Niet gevuld,Verpakt,1
2901,2024-10-18,In Productie,Gevuld,Niet verpakt,2
2902,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,1
2903,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
2904,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
2905,2024-02-22,In Productie,Niet gevuld,Verpakt,1
2906,2024-03-23,Gemaakt,Niet gevuld,Niet verpakt,2
2907,2024-04-24,In Productie,Gevuld,Niet verpakt,2
2908,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
2909,2024-06-26,In Productie,Niet gevuld,Niet verpakt,1
2910,2024-07-27,Gemaakt,Gevuld,Verpakt,1
2911,2024-08-28,In Productie,Niet gevuld,Niet verpakt,1
2912,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,2
2913,2024-10-02,In Productie,Gevuld,Niet verpakt,1
2914,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
2915,2024-12-04,In Productie,Niet gevuld,Verpakt,2
2916,2024-01-05,Gemaakt,Gevuld,Niet verpakt,2
2917,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
2918,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,1
2919,2024-04-08,In Productie,Gevuld,Niet verpakt,1
2920,2024-05-09,Gemaakt,Niet gevuld,Verpakt,2
2921,2024-06-10,In Productie,Niet gevuld,Niet verpakt,1
2922,2024-07-11,Gemaakt,Gevuld,Niet verpakt,2
2923,2024-08-12,In Productie,Niet gevuld,Niet verpakt,2
2924,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,1
2925,2024-10-14,In Productie,Gevuld,Verpakt,2
2926,2024-11-15,Gemaakt,Niet gevuld,Niet verpakt,2
2927,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
2928,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
2929,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
2930,2024-03-19,Gemaakt,Niet gevuld,Verpakt,1
2931,2024-04-20,In Productie,Gevuld,Niet verpakt,1
2932,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
2933,2024-06-22,In Productie,Niet gevuld,Niet verpakt,1
2934,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
2935,2024-08-24,In Productie,Niet gevuld,Verpakt,1
2936,2024-09-25,Gemaakt,Niet gevuld,Niet verpakt,1
2937,2024-10-26,In Productie,Gevuld,Niet verpakt,2
2938,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,1
2939,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
2940,2024-01-01,Gemaakt,Gevuld,Verpakt,1
2941,2024-02-02,In Productie,Niet gevuld,Niet verpakt,1
2942,2024-03-03,Gemaakt,Niet gevuld,Niet verpakt,2
2943,2024-04-04,In Productie,Gevuld,Niet verpakt,1
2944,2024-05-05,Gemaakt,Niet gevuld,Niet verpakt,1
2945,2024-06-06,In Productie,Niet gevuld,Verpakt,1
2946,2024-07-07,Gemaakt,Gevuld,Niet verpakt,2
2947,2024-08-08,In Productie,Niet gevuld,Niet verpakt,2
2948,2024-09-09,Gemaakt,Niet gevuld,Niet verpakt,1
2949,2024-10-10,In Productie,Gevuld,Niet verpakt,2
2950,2024-11-11,Gemaakt,Niet gevuld,Verpakt,1
2951,2024-12-12,In Productie,Niet gevuld,Niet verpakt,2
2952,2024-01-13,Gemaakt,Gevuld,Niet verpakt,2
2953,2024-02-14,In Productie,Niet gevuld,Niet verpakt,1
2954,2024-03-15,Gemaakt,Niet gevuld,Niet verpakt,1
2955,2024-04-16,In Productie,Gevuld,Verpakt,2
2956,2024-05-17,Gemaakt,Niet gevuld,Niet verpakt,1
2957,2024-06-18,In Productie,Niet gevuld,Niet verpakt,1
2958,2024-07-19,Gemaakt,Gevuld,Niet verpakt,2
2959,2024-08-20,In Productie,Niet gevuld,Niet verpakt,1
2960,2024-09-21,Gemaakt,Niet gevuld,Verpakt,2
2961,2024-10-22,In Productie,Gevuld,Niet verpakt,1
2962,2024-11-23,Gemaakt,Niet gevuld,Niet verpakt,2
2963,2024-12-24,In Productie,Niet gevuld,Niet verpakt,2
2964,2024-01-25,Gemaakt,Gevuld,Niet verpakt,1
2965,2024-02-26,In Productie,Niet gevuld,Verpakt,2
2966,2024-03-27,Gemaakt,Niet gevuld,Niet verpakt,2
2967,2024-04-28,In Productie,Gevuld,Niet verpakt,1
2968,2024-05-01,Gemaakt,Niet gevuld,Niet verpakt,1
2969,2024-06-02,In Productie,Niet gevuld,Niet verpakt,2
2970,2024-07-03,Gemaakt,Gevuld,Verpakt,1
2971,2024-08-04,In Productie,Niet gevuld,Niet verpakt,2
2972,2024-09-05,Gemaakt,Niet gevuld,Niet verpakt,1
2973,2024-10-06,In Productie,Gevuld,Niet verpakt,2
2974,2024-11-07,Gemaakt,Niet gevuld,Niet verpakt,2
2975,2024-12-08,In Productie,Niet gevuld,Verpakt,2
2976,2024-01-09,Gemaakt,Gevuld,Niet verpakt,1
2977,2024-02-10,In Productie,Niet gevuld,Niet verpakt,2
2978,2024-03-11,Gemaakt,Niet gevuld,Niet verpakt,1
2979,2024-04-12,In Productie,Gevuld,Niet verpakt,2
2980,2024-05-13,Gemaakt,Niet gevuld,Verpakt,1
2981,2024-06-14,In Productie,Niet gevuld,Niet verpakt,2
2982,2024-07-15,Gemaakt,Gevuld,Niet verpakt,1
2983,2024-08-16,In Productie,Niet gevuld,Niet verpakt,2
2984,2024-09-17,Gemaakt,Niet gevuld,Niet verpakt,1
2985,2024-10-18,In Productie,Gevuld,Verpakt,2
2986,2024-11-19,Gemaakt,Niet gevuld,Niet verpakt,1
2987,2024-12-20,In Productie,Niet gevuld,Niet verpakt,2
2988,2024-01-21,Gemaakt,Gevuld,Niet verpakt,1
2989,2024-02-22,In Productie,Niet gevuld,Niet verpakt,2
2990,2024-03-23,Gemaakt,Niet gevuld,Verpakt,2
2991,2024-04-24,In Productie,Gevuld,Niet verpakt,2
2992,2024-05-25,Gemaakt,Niet gevuld,Niet verpakt,1
2993,2024-06-26,In Productie,Niet gevuld,Niet verpakt,2
2994,2024-07-27,Gemaakt,Gevuld,Niet verpakt,2
2995,2024-08-28,In Productie,Niet gevuld,Verpakt,1
2996,2024-09-01,Gemaakt,Niet gevuld,Niet verpakt,1
2997,2024-10-02,In Productie,Gevuld,Niet verpakt,1
2998,2024-11-03,Gemaakt,Niet gevuld,Niet verpakt,1
2999,2024-12-04,In Productie,Niet gevuld,Niet verpakt,2
3000,2024-01-05,Gemaakt,Gevuld,Verpakt,1
3001,2024-02-06,In Productie,Niet gevuld,Niet verpakt,1
3002,2024-03-07,Gemaakt,Niet gevuld,Niet verpakt,2
3003,2024-04-08,In Productie,Gevuld,Niet verpakt,1
3004,2024-05-09,Gemaakt,Niet gevuld,Niet verpakt,1
3005,2024-06-10,In Productie,Niet gevuld,Verpakt,1
3006,2024-07-11,Gemaakt,Gevuld,Niet verpakt,1
3007,2024-08-12,In Productie,Niet gevuld,Niet verpakt,1
3008,2024-09-13,Gemaakt,Niet gevuld,Niet verpakt,2
3009,2024-10-14,In Productie,Gevuld,Niet verpakt,1
3010,2024-11-15,Gemaakt,Niet gevuld,Verpakt,2
3011,2024-12-16,In Productie,Niet gevuld,Niet verpakt,2
3012,2024-01-17,Gemaakt,Gevuld,Niet verpakt,2
3013,2024-02-18,In Productie,Niet gevuld,Niet verpakt,1
3014,2024-03-19,Gemaakt,Niet gevuld,Niet verpakt,1
3015,2024-04-20,In Productie,Gevuld,Verpakt,2
3016,2024-05-21,Gemaakt,Niet gevuld,Niet verpakt,2
3017,2024-06-22,In Productie,Niet gevuld,Niet verpakt,2
3018,2024-07-23,Gemaakt,Gevuld,Niet verpakt,1
3019,2024-08-24,In Productie,Niet gevuld,Niet verpakt,1
3020,2024-09-25,Gemaakt,Niet gevuld,Verpakt,1
3021,2024-10-26,In Productie,Gevuld,Niet verpakt,1
3022,2024-11-27,Gemaakt,Niet gevuld,Niet verpakt,2
3023,2024-12-28,In Productie,Niet gevuld,Niet verpakt,1
3024,2024-01-01,Gemaakt,Gevuld,Niet verpakt,1
3025,2024-02-02,In Productie,Niet gevuld,Verpakt,1
