BatchID,ProductID,BatchDatumStart,BatchDatumEind,Aantalgeproduceerd
2523,2523,2024-05-05,2024-05-06,9827
2524,2524,2024-06-06,2024-06-07,9306
2525,2525,2024-07-07,2024-07-08,6524
2526,2526,2024-08-08,2024-08-09,3761
2527,2527,2024-09-09,2024-09-10,4890
2528,2528,2024-10-10,2024-10-11,8904
2529,2529,2024-11-11,2024-11-12,9720
2530,2530,2024-12-12,2024-12-13,8830
2531,2531,2024-01-13,2024-01-14,4325
2532,2532,2024-02-14,2024-02-15,1702
2533,2533,2024-03-15,2024-03-16,7006
2534,2534,2024-04-16,2024-04-17,2412
2535,2535,2024-05-17,2024-05-18,2571
2536,2536,2024-06-18,2024-06-19,2210
2537,2537,2024-07-19,2024-07-20,9655
2538,2538,2024-08-20,2024-08-21,4640
2539,2539,2024-09-21,2024-09-22,6102
2540,2540,2024-10-22,2024-10-23,3984
2541,2541,2024-11-23,2024-11-24,3478
2542,2542,2024-12-24,2024-12-25,7241
2543,2543,2024-01-25,2024-01-26,2326
2544,2544,2024-02-26,2024-02-27,658
2545,2545,2024-03-27,2024-03-28,4486
2546,2546,2024-04-28,2024-04-01,5117
2547,2547,2024-05-01,2024-05-02,8784
2548,2548,2024-06-02,2024-06-03,7684
2549,2549,2024-07-03,2024-07-04,1911
2550,2550,2024-08-04,2024-08-05,3544
2551,2551,2024-09-05,2024-09-06,5500
2552,2552,2024-10-06,2024-10-07,9714
2553,2553,2024-11-07,2024-11-08,4164
2554,2554,2024-12-08,2024-12-09,8245
2555,2555,2024-01-09,2024-01-10,4626
2556,2556,2024-02-10,2024-02-11,5872
2557,2557,2024-03-11,2024-03-12,8552
2558,2558,2024-04-12,2024-04-13,7276
2559,2559,2024-05-13,2024-05-14,7931
2560,2560,2024-06-14,2024-06-15,4258
2561,2561,2024-07-15,2024-07-16,6394
2562,2562,2024-08-16,2024-08-17,3969
2563,2563,2024-09-17,2024-09-18,8405
2564,2564,2024-10-18,2024-10-19,566
2565,2565,2024-11-19,2024-11-20,6381
2566,2566,2024-12-20,2024-12-21,4418
2567,2567,2024-01-21,2024-01-22,7282
2568,2568,2024-02-22,2024-02-23,9688
2569,2569,2024-03-23,2024-03-24,2833
2570,2570,2024-04-24,2024-04-25,8006
2571,2571,2024-05-25,2024-05-26,9337
2572,2572,2024-06-26,2024-06-27,8493
2573,2573,2024-07-27,2024-07-28,3960
2574,2574,2024-08-28,2024-08-01,7662
2575,2575,2024-09-01,2024-09-02,9672
2576,2576,2024-10-02,2024-10-03,8456
2577,2577,2024-11-03,2024-11-04,5860
2578,2578,2024-12-04,2024-12-05,6314
2579,2579,2024-01-05,2024-01-06,7044
2580,2580,2024-02-06,2024-02-07,1745
2581,2581,2024-03-07,2024-03-08,1368
2582,2582,2024-04-08,2024-04-09,2041
2583,2583,2024-05-09,2024-05-10,4897
2584,2584,2024-06-10,2024-06-11,8849
2585,2585,2024-07-11,2024-07-12,1487
2586,2586,2024-08-12,2024-08-13,8669
2587,2587,2024-09-13,2024-09-14,1893
2588,2588,2024-10-14,2024-10-15,4807
2589,2589,2024-11-15,2024-11-16,4329
2590,2590,2024-12-16,2024-12-17,4707
2591,2591,2024-01-17,2024-01-18,7438
2592,2592,2024-02-18,2024-02-19,3839
2593,2593,2024-03-19,2024-03-20,2488
2594,2594,2024-04-20,2024-04-21,8371
2595,2595,2024-05-21,2024-05-22,7802
2596,2596,2024-06-22,2024-06-23,5933
2597,2597,2024-07-23,2024-07-24,2932
2598,2598,2024-08-24,2024-08-25,4254
2599,2599,2024-09-25,2024-09-26,5998
2600,2600,2024-10-26,2024-10-27,4070
2601,2601,2024-11-27,2024-11-28,8759
2602,2602,2024-12-28,2024-12-01,2464
2603,2603,2024-01-01,2024-01-02,5174
2604,2604,2024-02-02,2024-02-03,9955
2605,2605,2024-03-03,2024-03-04,746
2606,2606,2024-04-04,2024-04-05,4754
2607,2607,2024-05-05,2024-05-06,8340
2608,2608,2024-06-06,2024-06-07,4738
2609,2609,2024-07-07,2024-07-08,8105
2610,2610,2024-08-08,2024-08-09,8118
2611,2611,2024-09-09,2024-09-10,1532
2612,2612,2024-10-10,2024-10-11,6785
2613,2613,2024-11-11,2024-11-12,8956
2614,2614,2024-12-12,2024-12-13,2904
2615,2615,2024-01-13,2024-01-14,2385
2616,2616,2024-02-14,2024-02-15,8562
2617,2617,2024-03-15,2024-03-16,7000
2618,2618,2024-04-16,2024-04-17,1637
2619,2619,2024-05-17,2024-05-18,2243
2620,2620,2024-06-18,2024-06-19,1202
2621,2621,2024-07-19,2024-07-20,7397
2622,2622,2024-08-20,2024-08-21,1422
2623,2623,2024-09-21,2024-09-22,8775
2624,2624,2024-10-22,2024-10-23,1209
2625,2625,2024-11-23,2024-11-24,6790
2626,2626,2024-12-24,2024-12-25,6844
2627,2627,2024-01-25,2024-01-26,9337
2628,2628,2024-02-26,2024-02-27,4140
2629,2629,2024-03-27,2024-03-28,2968
2630,2630,2024-04-28,2024-04-01,6082
2631,2631,2024-05-01,2024-05-02,7029
2632,2632,2024-06-02,2024-06-03,3908
2633,2633,2024-07-03,2024-07-04,1738
2634,2634,2024-08-04,2024-08-05,7559
2635,2635,2024-09-05,2024-09-06,947
2636,2636,2024-10-06,2024-10-07,1250
2637,2637,2024-11-07,2024-11-08,1196
2638,2638,2024-12-08,2024-12-09,5613
2639,2639,2024-01-09,2024-01-10,5948
2640,2640,2024-02-10,2024-02-11,4197
2641,2641,2024-03-11,2024-03-12,5409
2642,2642,2024-04-12,2024-04-13,4970
2643,2643,2024-05-13,2024-05-14,8742
2644,2644,2024-06-14,2024-06-15,3153
2645,2645,2024-07-15,2024-07-16,5597
2646,2646,2024-08-16,2024-08-17,6662
2647,2647,2024-09-17,2024-09-18,6286
2648,2648,2024-10-18,2024-10-19,8349
2649,2649,2024-11-19,2024-11-20,4273
2650,2650,2024-12-20,2024-12-21,3822
2651,2651,2024-01-21,2024-01-22,5236
2652,2652,2024-02-22,2024-02-23,5500
2653,2653,2024-03-23,2024-03-24,2249
2654,2654,2024-04-24,2024-04-25,7480
2655,2655,2024-05-25,2024-05-26,4620
2656,2656,2024-06-26,2024-06-27,5655
2657,2657,2024-07-27,2024-07-28,2406
2658,2658,2024-08-28,2024-08-01,7270
2659,2659,2024-09-01,2024-09-02,867
2660,2660,2024-10-02,2024-10-03,3480
2661,2661,2024-11-03,2024-11-04,5907
2662,2662,2024-12-04,2024-12-05,7222
2663,2663,2024-01-05,2024-01-06,3547
2664,2664,2024-02-06,2024-02-07,9309
2665,2665,2024-03-07,2024-03-08,7709
2666,2666,2024-04-08,2024-04-09,5740
2667,2667,2024-05-09,2024-05-10,2976
2668,2668,2024-06-10,2024-06-11,6712
2669,2669,2024-07-11,2024-07-12,8596
2670,2670,2024-08-12,2024-08-13,1613
2671,2671,2024-09-13,2024-09-14,579
2672,2672,2024-10-14,2024-10-15,1997
2673,2673,2024-11-15,2024-11-16,5393
2674,2674,2024-12-16,2024-12-17,4346
2675,2675,2024-01-17,2024-01-18,7484
2676,2676,2024-02-18,2024-02-19,9575
2677,2677,2024-03-19,2024-03-20,7262
2678,2678,2024-04-20,2024-04-21,2061
2679,2679,2024-05-21,2024-05-22,8655
2680,2680,2024-06-22,2024-06-23,4099
2681,2681,2024-07-23,2024-07-24,2078
2682,2682,2024-08-24,2024-08-25,6125
2683,2683,2024-09-25,2024-09-26,9685
2684,2684,2024-10-26,2024-10-27,5961
2685,2685,2024-11-27,2024-11-28,5263
2686,2686,2024-12-28,2024-12-01,8863
2687,2687,2024-01-01,2024-01-02,2714
2688,2688,2024-02-02,2024-02-03,9314
2689,2689,2024-03-03,2024-03-04,6653
2690,2690,2024-04-04,2024-04-05,8143
2691,2691,2024-05-05,2024-05-06,5179
2692,2692,2024-06-06,2024-06-07,7883
2693,2693,2024-07-07,2024-07-08,9531
2694,2694,2024-08-08,2024-08-09,8436
2695,2695,2024-09-09,2024-09-10,1208
2696,2696,2024-10-10,2024-10-11,1186
2697,2697,2024-11-11,2024-11-12,3209
2698,2698,2024-12-12,2024-12-13,3722
2699,2699,2024-01-13,2024-01-14,1240
2700,2700,2024-02-14,2024-02-15,2727
2701,2701,2024-03-15,2024-03-16,3523
2702,2702,2024-04-16,2024-04-17,3655
2703,2703,2024-05-17,2024-05-18,1366
2704,2704,2024-06-18,2024-06-19,2753
2705,2705,2024-07-19,2024-07-20,3581
2706,2706,2024-08-20,2024-08-21,1559
2707,2707,2024-09-21,2024-09-22,4037
2708,2708,2024-10-22,2024-10-23,3411
2709,2709,2024-11-23,2024-11-24,1777
2710,2710,2024-12-24,2024-12-25,9716
2711,2711,2024-01-25,2024-01-26,1922
2712,2712,2024-02-26,2024-02-27,4345
2713,2713,2024-03-27,2024-03-28,4649
2714,2714,2024-04-28,2024-04-01,1495
2715,2715,2024-05-01,2024-05-02,6076
2716,2716,2024-06-02,2024-06-03,1494
2717,2717,2024-07-03,2024-07-04,9957
2718,2718,2024-08-04,2024-08-05,9661
2719,2719,2024-09-05,2024-09-06,5705
2720,2720,2024-10-06,2024-10-07,9377
2721,2721,2024-11-07,2024-11-08,1542
2722,2722,2024-12-08,2024-12-09,3740
2723,2723,2024-01-09,2024-01-10,5843
2724,2724,2024-02-10,2024-02-11,6042
2725,2725,2024-03-11,2024-03-12,2440
2726,2726,2024-04-12,2024-04-13,3950
2727,2727,2024-05-13,2024-05-14,8361
2728,2728,2024-06-14,2024-06-15,1730
2729,2729,2024-07-15,2024-07-16,1686
2730,2730,2024-08-16,2024-08-17,2235
2731,2731,2024-09-17,2024-09-18,624
2732,2732,2024-10-18,2024-10-19,5600
2733,2733,2024-11-19,2024-11-20,3605
2734,2734,2024-12-20,2024-12-21,4454
2735,2735,2024-01-21,2024-01-22,4535
2736,2736,2024-02-22,2024-02-23,4639
2737,2737,2024-03-23,2024-03-24,9871
2738,2738,2024-04-24,2024-04-25,4303
2739,2739,2024-05-25,2024-05-26,2896
2740,2740,2024-06-26,2024-06-27,5494
2741,2741,2024-07-27,2024-07-28,3773
2742,2742,2024-08-28,2024-08-01,7016
2743,2743,2024-09-01,2024-09-02,6524
2744,2744,2024-10-02,2024-10-03,2335
2745,2745,2024-11-03,2024-11-04,9079
2746,2746,2024-12-04,2024-12-05,5563
2747,2747,2024-01-05,2024-01-06,3462
2748,2748,2024-02-06,2024-02-07,8352
2749,2749,2024-03-07,2024-03-08,1429
2750,2750,2024-04-08,2024-04-09,6293
2751,2751,2024-05-09,2024-05-10,1585
2752,2752,2024-06-10,2024-06-11,7634
2753,2753,2024-07-11,2024-07-12,2425
2754,2754,2024-08-12,2024-08-13,3446
2755,2755,2024-09-13,2024-09-14,7666
2756,2756,2024-10-14,2024-10-15,6690
2757,2757,2024-11-15,2024-11-16,7194
2758,2758,2024-12-16,2024-12-17,7274
2759,2759,2024-01-17,2024-01-18,6658
2760,2760,2024-02-18,2024-02-19,9706
2761,2761,2024-03-19,2024-03-20,6106
2762,2762,2024-04-20,2024-04-21,3706
2763,2763,2024-05-21,2024-05-22,6711
2764,2764,2024-06-22,2024-06-23,6492
2765,2765,2024-07-23,2024-07-24,7462
2766,2766,2024-08-24,2024-08-25,4669
2767,2767,2024-09-25,2024-09-26,1424
2768,2768,2024-10-26,2024-10-27,5351
2769,2769,2024-11-27,2024-11-28,8219
2770,2770,2024-12-28,2024-12-01,2968
2771,2771,2024-01-01,2024-01-02,4331
2772,2772,2024-02-02,2024-02-03,5325
2773,2773,2024-03-03,2024-03-04,6581
2774,2774,2024-04-04,2024-04-05,6487
2775,2775,2024-05-05,2024-05-06,9657
2776,2776,2024-06-06,2024-06-07,9116
2777,2777,2024-07-07,2024-07-08,3441
2778,2778,2024-08-08,2024-08-09,9938
2779,2779,2024-09-09,2024-09-10,6572
2780,2780,2024-10-10,2024-10-11,9482
2781,2781,2024-11-11,2024-11-12,1557
2782,2782,2024-12-12,2024-12-13,8897
2783,2783,2024-01-13,2024-01-14,1751
2784,2784,2024-02-14,2024-02-15,8105
2785,2785,2024-03-15,2024-03-16,4525
2786,2786,2024-04-16,2024-04-17,6413
2787,2787,2024-05-17,2024-05-18,8794
2788,2788,2024-06-18,2024-06-19,1388
2789,2789,2024-07-19,2024-07-20,1197
2790,2790,2024-08-20,2024-08-21,9632
2791,2791,2024-09-21,2024-09-22,910
2792,2792,2024-10-22,2024-10-23,5462
2793,2793,2024-11-23,2024-11-24,4355
2794,2794,2024-12-24,2024-12-25,1872
2795,2795,2024-01-25,2024-01-26,6915
2796,2796,2024-02-26,2024-02-27,4587
2797,2797,2024-03-27,2024-03-28,3184
2798,2798,2024-04-28,2024-04-01,909
2799,2799,2024-05-01,2024-05-02,2764
2800,2800,2024-06-02,2024-06-03,3726
2801,2801,2024-07-03,2024-07-04,6570
2802,2802,2024-08-04,2024-08-05,7829
2803,2803,2024-09-05,2024-09-06,9848
2804,2804,2024-10-06,2024-10-07,9938
2805,2805,2024-11-07,2024-11-08,2610
2806,2806,2024-12-08,2024-12-09,5887
2807,2807,2024-01-09,2024-01-10,3695
2808,2808,2024-02-10,2024-02-11,8563
2809,2809,2024-03-11,2024-03-12,8512
2810,2810,2024-04-12,2024-04-13,2544
2811,2811,2024-05-13,2024-05-14,3947
2812,2812,2024-06-14,2024-06-15,4659
2813,2813,2024-07-15,2024-07-16,2225
2814,2814,2024-08-16,2024-08-17,3225
2815,2815,2024-09-17,2024-09-18,4499
2816,2816,2024-10-18,2024-10-19,9314
2817,2817,2024-11-19,2024-11-20,5745
2818,2818,2024-12-20,2024-12-21,1858
2819,2819,2024-01-21,2024-01-22,6129
2820,2820,2024-02-22,2024-02-23,703
2821,2821,2024-03-23,2024-03-24,8530
2822,2822,2024-04-24,2024-04-25,4703
2823,2823,2024-05-25,2024-05-26,7024
2824,2824,2024-06-26,2024-06-27,3464
2825,2825,2024-07-27,2024-07-28,8705
2826,2826,2024-08-28,2024-08-01,5666
2827,2827,2024-09-01,2024-09-02,8705
2828,2828,2024-10-02,2024-10-03,2824
2829,2829,2024-11-03,2024-11-04,8173
2830,2830,2024-12-04,2024-12-05,5430
2831,2831,2024-01-05,2024-01-06,3253
2832,2832,2024-02-06,2024-02-07,2176
2833,2833,2024-03-07,2024-03-08,4857
2834,2834,2024-04-08,2024-04-09,1590
2835,2835,2024-05-09,2024-05-10,7304
2836,2836,2024-06-10,2024-06-11,8238
2837,2837,2024-07-11,2024-07-12,1936
2838,2838,2024-08-12,2024-08-13,8013
2839,2839,2024-09-13,2024-09-14,3754
2840,2840,2024-10-14,2024-10-15,2004
2841,2841,2024-11-15,2024-11-16,6681
2842,2842,2024-12-16,2024-12-17,4603
2843,2843,2024-01-17,2024-01-18,9278
2844,2844,2024-02-18,2024-02-19,5873
2845,2845,2024-03-19,2024-03-20,5691
2846,2846,2024-04-20,2024-04-21,5389
2847,2847,2024-05-21,2024-05-22,3189
2848,2848,2024-06-22,2024-06-23,9278
2849,2849,2024-07-23,2024-07-24,8583
2850,2850,2024-08-24,2024-08-25,6090
2851,2851,2024-09-25,2024-09-26,5098
2852,2852,2024-10-26,2024-10-27,3605
2853,2853,2024-11-27,2024-11-28,3680
2854,2854,2024-12-28,2024-12-01,4666
2855,2855,2024-01-01,2024-01-02,1535
2856,2856,2024-02-02,2024-02-03,2126
2857,2857,2024-03-03,2024-03-04,9206
2858,2858,2024-04-04,2024-04-05,7531
2859,2859,2024-05-05,2024-05-06,8261
2860,2860,2024-06-06,2024-06-07,8002
2861,2861,2024-07-07,2024-07-08,8381
2862,2862,2024-08-08,2024-08-09,1683
2863,2863,2024-09-09,2024-09-10,4079
2864,2864,2024-10-10,2024-10-11,5810
2865,2865,2024-11-11,2024-11-12,7526
2866,2866,2024-12-12,2024-12-13,7976
2867,2867,2024-01-13,2024-01-14,7524
2868,2868,2024-02-14,2024-02-15,5995
2869,2869,2024-03-15,2024-03-16,2463
2870,2870,2024-04-16,2024-04-17,8467
2871,2871,2024-05-17,2024-05-18,7873
2872,2872,2024-06-18,2024-06-19,8429
2873,2873,2024-07-19,2024-07-20,545
2874,2874,2024-08-20,2024-08-21,8856
2875,2875,2024-09-21,2024-09-22,4130
2876,2876,2024-10-22,2024-10-23,3411
2877,2877,2024-11-23,2024-11-24,766
2878,2878,2024-12-24,2024-12-25,8572
2879,2879,2024-01-25,2024-01-26,8952
2880,2880,2024-02-26,2024-02-27,876
2881,2881,2024-03-27,2024-03-28,3955
2882,2882,2024-04-28,2024-04-01,2651
2883,2883,2024-05-01,2024-05-02,4563
2884,2884,2024-06-02,2024-06-03,5141
2885,2885,2024-07-03,2024-07-04,8920
2886,2886,2024-08-04,2024-08-05,2037
2887,2887,2024-09-05,2024-09-06,9879
2888,2888,2024-10-06,2024-10-07,1454
2889,2889,2024-11-07,2024-11-08,908
2890,2890,2024-12-08,2024-12-09,6448
2891,2891,2024-01-09,2024-01-10,4570
2892,2892,2024-02-10,2024-02-11,1915
2893,2893,2024-03-11,2024-03-12,8192
2894,2894,2024-04-12,2024-04-13,8692
2895,2895,2024-05-13,2024-05-14,7252
2896,2896,2024-06-14,2024-06-15,9664
2897,2897,2024-07-15,2024-07-16,5804
2898,2898,2024-08-16,2024-08-17,9732
2899,2899,2024-09-17,2024-09-18,5079
2900,2900,2024-10-18,2024-10-19,7193
2901,2901,2024-11-19,2024-11-20,3324
2902,2902,2024-12-20,2024-12-21,2829
2903,2903,2024-01-21,2024-01-22,1952
2904,2904,2024-02-22,2024-02-23,3189
2905,2905,2024-03-23,2024-03-24,2326
2906,2906,2024-04-24,2024-04-25,5186
2907,2907,2024-05-25,2024-05-26,2132
2908,2908,2024-06-26,2024-06-27,860
2909,2909,2024-07-27,2024-07-28,5335
2910,2910,2024-08-28,2024-08-01,4317
2911,2911,2024-09-01,2024-09-02,8049
2912,2912,2024-10-02,2024-10-03,8634
2913,2913,2024-11-03,2024-11-04,901
2914,2914,2024-12-04,2024-12-05,1692
2915,2915,2024-01-05,2024-01-06,8527
2916,2916,2024-02-06,2024-02-07,5279
2917,2917,2024-03-07,2024-03-08,665
2918,2918,2024-04-08,2024-04-09,9567
2919,2919,2024-05-09,2024-05-10,6520
2920,2920,2024-06-10,2024-06-11,3087
2921,2921,2024-07-11,2024-07-12,5398
2922,2922,2024-08-12,2024-08-13,3641
2923,2923,2024-09-13,2024-09-14,8658
2924,2924,2024-10-14,2024-10-15,8173
2925,2925,2024-11-15,2024-11-16,4828
2926,2926,2024-12-16,2024-12-17,9713
2927,2927,2024-01-17,2024-01-18,3627
2928,2928,2024-02-18,2024-02-19,2797
2929,2929,2024-03-19,2024-03-20,7021
2930,2930,2024-04-20,2024-04-21,9549
2931,2931,2024-05-21,2024-05-22,8351
2932,2932,2024-06-22,2024-06-23,6419
2933,2933,2024-07-23,2024-07-24,6850
2934,2934,2024-08-24,2024-08-25,8358
2935,2935,2024-09-25,2024-09-26,1036
2936,2936,2024-10-26,2024-10-27,6372
2937,2937,2024-11-27,2024-11-28,6000
2938,2938,2024-12-28,2024-12-01,1916
2939,2939,2024-01-01,2024-01-02,1979
2940,2940,2024-02-02,2024-02-03,3717
2941,2941,2024-03-03,2024-03-04,6575
2942,2942,2024-04-04,2024-04-05,7238
2943,2943,2024-05-05,2024-05-06,4375
2944,2944,2024-06-06,2024-06-07,2484
2945,2945,2024-07-07,2024-07-08,995
2946,2946,2024-08-08,2024-08-09,3049
2947,2947,2024-09-09,2024-09-10,5208
2948,2948,2024-10-10,2024-10-11,8540
2949,2949,2024-11-11,2024-11-12,5767
2950,2950,2024-12-12,2024-12-13,2816
2951,2951,2024-01-13,2024-01-14,6187
2952,2952,2024-02-14,2024-02-15,2512
2953,2953,2024-03-15,2024-03-16,9326
2954,2954,2024-04-16,2024-04-17,6742
2955,2955,2024-05-17,2024-05-18,8958
2956,2956,2024-06-18,2024-06-19,4812
2957,2957,2024-07-19,2024-07-20,1650
2958,2958,2024-08-20,2024-08-21,2409
2959,2959,2024-09-21,2024-09-22,7363
2960,2960,2024-10-22,2024-10-23,7350
2961,2961,2024-11-23,2024-11-24,9322
2962,2962,2024-12-24,2024-12-25,1218
2963,2963,2024-01-25,2024-01-26,2572
2964,2964,2024-02-26,2024-02-27,2201
2965,2965,2024-03-27,2024-03-28,4927
2966,2966,2024-04-28,2024-04-01,5765
2967,2967,2024-05-01,2024-05-02,2506
2968,2968,2024-06-02,2024-06-03,1209
2969,2969,2024-07-03,2024-07-04,4183
2970,2970,2024-08-04,2024-08-05,980
2971,2971,2024-09-05,2024-09-06,5747
2972,2972,2024-10-06,2024-10-07,5149
2973,2973,2024-11-07,2024-11-08,4768
2974,2974,2024-12-08,2024-12-09,1273
2975,2975,2024-01-09,2024-01-10,3047
2976,2976,2024-02-10,2024-02-11,9832
2977,2977,2024-03-11,2024-03-12,7054
2978,2978,2024-04-12,2024-04-13,6592
2979,2979,2024-05-13,2024-05-14,6309
2980,2980,2024-06-14,2024-06-15,5911
2981,2981,2024-07-15,2024-07-16,6415
2982,2982,2024-08-16,2024-08-17,2245
2983,2983,2024-09-17,2024-09-18,3776
2984,2984,2024-10-18,2024-10-19,1257
2985,2985,2024-11-19,2024-11-20,3070
2986,2986,2024-12-20,2024-12-21,8996
2987,2987,2024-01-21,2024-01-22,9501
2988,2988,2024-02-22,2024-02-23,6290
2989,2989,2024-03-23,2024-03-24,3413
2990,2990,2024-04-24,2024-04-25,5873
2991,2991,2024-05-25,2024-05-26,6511
2992,2992,2024-06-26,2024-06-27,5120
2993,2993,2024-07-27,2024-07-28,6882
2994,2994,2024-08-28,2024-08-01,5907
2995,2995,2024-09-01,2024-09-02,5094
2996,2996,2024-10-02,2024-10-03,646
2997,2997,2024-11-03,2024-11-04,5624
2998,2998,2024-12-04,2024-12-05,9101
2999,2999,2024-01-05,2024-01-06,8778
3000,3000,2024-02-06,2024-02-07,9359
3001,3001,2024-03-07,2024-03-08,6112
3002,3002,2024-04-08,2024-04-09,4691
3003,3003,2024-05-09,2024-05-10,9992
3004,3004,2024-06-10,2024-06-11,8430
3005,3005,2024-07-11,2024-07-12,3405
3006,3006,2024-08-12,2024-08-13,4143
3007,3007,2024-09-13,2024-09-14,6991
3008,3008,2024-10-14,2024-10-15,8355
3009,3009,2024-11-15,2024-11-16,3267
3010,3010,2024-12-16,2024-12-17,881
3011,3011,2024-01-17,2024-01-18,4075
3012,3012,2024-02-18,2024-02-19,3054
3013,3013,2024-03-19,2024-03-20,2252
3014,3014,2024-04-20,2024-04-21,2635
3015,3015,2024-05-21,2024-05-22,1593
3016,3016,2024-06-22,2024-06-23,4240
3017,3017,2024-07-23,2024-07-24,3466
3018,3018,2024-08-24,2024-08-25,5319
3019,3019,2024-09-25,2024-09-26,6969
3020,3020,2024-10-26,2024-10-27,1041
3021,3021,2024-11-27,2024-11-28,4603
3022,3022,2024-12-28,2024-12-01,8188
3023,3023,2024-01-01,2024-01-02,9831
3024,3024,2024-02-02,2024-02-03,2924
3025,3025,2024-03-03,2024-03-04,3494
3026,3026,2024-04-04,2024-04-05,8715
3027,3027,2024-05-05,2024-05-06,5559
3028,3028,2024-06-06,2024-06-07,6832
3029,3029,2024-07-07,2024-07-08,8387
3030,3030,2024-08-08,2024-08-09,7897
3031,3031,2024-09-09,2024-09-10,4372
3032,3032,2024-10-10,2024-10-11,4609
3033,3033,2024-11-11,2024-11-12,2314
3034,3034,2024-12-12,2024-12-13,2070
3035,3035,2024-01-13,2024-01-14,4589
3036,3036,2024-02-14,2024-02-15,4245
3037,3037,2024-03-15,2024-03-16,8817
3038,3038,2024-04-16,2024-04-17,6270
3039,3039,2024-05-17,2024-05-18,3405
3040,3040,2024-06-18,2024-06-19,9304
3041,3041,2024-07-19,2024-07-20,8148
3042,3042,2024-08-20,2024-08-21,4122
3043,3043,2024-09-21,2024-09-22,1377
3044,3044,2024-10-22,2024-10-23,6331
3045,3045,2024-11-23,2024-11-24,1367
3046,3046,2024-12-24,2024-12-25,2375
3047,3047,2024-01-25,2024-01-26,3571
3048,3048,2024-02-26,2024-02-27,7783
3049,3049,2024-03-27,2024-03-28,6493
3050,3050,2024-04-28,2024-04-01,5695
3051,3051,2024-05-01,2024-05-02,6804
3052,3052,2024-06-02,2024-06-03,3920
3053,3053,2024-07-03,2024-07-04,6379
3054,3054,2024-08-04,2024-08-05,7428
3055,3055,2024-09-05,2024-09-06,2524
3056,3056,2024-10-06,2024-10-07,9158
3057,3057,2024-11-07,2024-11-08,1770
3058,3058,2024-12-08,2024-12-09,6021
3059,3059,2024-01-09,2024-01-10,7189
3060,3060,2024-02-10,2024-02-11,9316
3061,3061,2024-03-11,2024-03-12,8989
3062,3062,2024-04-12,2024-04-13,2930
3063,3063,2024-05-13,2024-05-14,4361
3064,3064,2024-06-14,2024-06-15,1034
3065,3065,2024-07-15,2024-07-16,6595
3066,3066,2024-08-16,2024-08-17,6518
3067,3067,2024-09-17,2024-09-18,7528
3068,3068,2024-10-18,2024-10-19,5340
3069,3069,2024-11-19,2024-11-20,5400
3070,3070,2024-12-20,2024-12-21,3512
3071,3071,2024-01-21,2024-01-22,9028
3072,3072,2024-02-22,2024-02-23,7930
3073,3073,2024-03-23,2024-03-24,2342
3074,3074,2024-04-24,2024-04-25,6555
3075,3075,2024-05-25,2024-05-26,9230
3076,3076,2024-06-26,2024-06-27,1783
3077,3077,2024-07-27,2024-07-28,5439
3078,3078,2024-08-28,2024-08-01,1029
3079,3079,2024-09-01,2024-09-02,8745
3080,3080,2024-10-02,2024-10-03,4762
3081,3081,2024-11-03,2024-11-04,6659
3082,3082,2024-12-04,2024-12-05,6605
3083,3083,2024-01-05,2024-01-06,6870
3084,3084,2024-02-06,2024-02-07,8140
3085,3085,2024-03-07,2024-03-08,5203
3086,3086,2024-04-08,2024-04-09,8866
3087,3087,2024-05-09,2024-05-10,7111
3088,3088,2024-06-10,2024-06-11,7712
3089,3089,2024-07-11,2024-07-12,3792
3090,3090,2024-08-12,2024-08-13,7512
3091,3091,2024-09-13,2024-09-14,1080
3092,3092,2024-10-14,2024-10-15,9336
3093,3093,2024-11-15,2024-11-16,6081
3094,3094,2024-12-16,2024-12-17,4524
3095,3095,2024-01-17,2024-01-18,5968
3096,3096,2024-02-18,2024-02-19,935
3097,3097,2024-03-19,2024-03-20,5014
3098,3098,2024-04-20,2024-04-21,1087
3099,3099,2024-05-21,2024-05-22,3654
3100,3100,2024-06-22,2024-06-23,9356
3101,3101,2024-07-23,2024-07-24,2544
3102,3102,2024-08-24,2024-08-25,8978
3103,3103,2024-09-25,2024-09-26,2737
3104,3104,2024-10-26,2024-10-27,9139
3105,3105,2024-11-27,2024-11-28,6755
3106,3106,2024-12-28,2024-12-01,6317
3107,3107,2024-01-01,2024-01-02,6646
3108,3108,2024-02-02,2024-02-03,4221
3109,3109,2024-03-03,2024-03-04,8046
3110,3110,2024-04-04,2024-04-05,5195
3111,3111,2024-05-05,2024-05-06,8510
3112,3112,2024-06-06,2024-06-07,6244
3113,3113,2024-07-07,2024-07-08,5294
3114,3114,2024-08-08,2024-08-09,6792
3115,3115,2024-09-09,2024-09-10,9984
3116,3116,2024-10-10,2024-10-11,9327
3117,3117,2024-11-11,2024-11-12,6651
3118,3118,2024-12-12,2024-12-13,9985
3119,3119,2024-01-13,2024-01-14,3129
3120,3120,2024-02-14,2024-02-15,9140
3121,3121,2024-03-15,2024-03-16,6014
3122,3122,2024-04-16,2024-04-17,8535
3123,3123,2024-05-17,2024-05-18,7612
3124,3124,2024-06-18,2024-06-19,4922
3125,3125,2024-07-19,2024-07-20,1524
3126,3126,2024-08-20,2024-08-21,6852
3127,3127,2024-09-21,2024-09-22,9289
3128,3128,2024-10-22,2024-10-23,7203
3129,3129,2024-11-23,2024-11-24,9206
