GrindingID,G_DatumTijdStart,G_DatumTijdEind,G_Machine,BatchID
2694,2024-08-08 14:00:00,2024-08-08 16:33:00,Machine A4,2694
2695,2024-09-09 15:00:00,2024-09-09 17:17:00,Machine A0,2695
2696,2024-10-10 08:00:00,2024-10-10 09:04:00,Machine A1,2696
2697,2024-11-11 09:00:00,2024-11-11 10:29:00,Machine A2,2697
2698,2024-12-12 10:00:00,2024-12-12 12:26:00,Machine A3,2698
2699,2024-01-13 11:00:00,2024-01-13 12:23:00,Machine A4,2699
2700,2024-02-14 12:00:00,2024-02-14 13:59:00,Machine A0,2700
2701,2024-03-15 13:00:00,2024-03-15 14:06:00,Machine A1,2701
2702,2024-04-16 14:00:00,2024-04-16 16:13:00,Machine A2,2702
2703,2024-05-17 15:00:00,2024-05-17 17:08:00,Machine A3,2703
2704,2024-06-18 08:00:00,2024-06-18 10:14:00,Machine A4,2704
2705,2024-07-19 09:00:00,2024-07-19 11:23:00,Machine A0,2705
2706,2024-08-20 10:00:00,2024-08-20 11:28:00,Machine A1,2706
2707,2024-09-21 11:00:00,2024-09-21 13:46:00,Machine A2,2707
2708,2024-10-22 12:00:00,2024-10-22 13:41:00,Machine A3,2708
2709,2024-11-23 13:00:00,2024-11-23 15:02:00,Machine A4,2709
2710,2024-12-24 14:00:00,2024-12-24 15:43:00,Machine A0,2710
2711,2024-01-25 15:00:00,2024-01-25 16:03:00,Machine A1,2711
2712,2024-02-26 08:00:00,2024-02-26 09:09:00,Machine A2,2712
2713,2024-03-27 09:00:00,2024-03-27 10:18:00,Machine A3,2713
2714,2024-04-28 10:00:00,2024-04-28 12:38:00,Machine A4,2714
2715,2024-05-01 11:00:00,2024-05-01 12:07:00,Machine A0,2715
2716,2024-06-02 12:00:00,2024-06-02 14:32:00,Machine A1,2716
2717,2024-07-03 13:00:00,2024-07-03 15:52:00,Machine A2,2717
2718,2024-08-04 14:00:00,2024-08-04 16:07:00,Machine A3,2718
2719,2024-09-05 15:00:00,2024-09-05 16:10:00,Machine A4,2719
2720,2024-10-06 08:00:00,2024-10-06 09:58:00,Machine A0,2720
2721,2024-11-07 09:00:00,2024-11-07 10:44:00,Machine A1,2721
2722,2024-12-08 10:00:00,2024-12-08 11:56:00,Machine A2,2722
2723,2024-01-09 11:00:00,2024-01-09 12:01:00,Machine A3,2723
2724,2024-02-10 12:00:00,2024-02-10 14:26:00,Machine A4,2724
2725,2024-03-11 13:00:00,2024-03-11 15:34:00,Machine A0,2725
2726,2024-04-12 14:00:00,2024-04-12 16:21:00,Machine A1,2726
2727,2024-05-13 15:00:00,2024-05-13 16:41:00,Machine A2,2727
2728,2024-06-14 08:00:00,2024-06-14 09:32:00,Machine A3,2728
2729,2024-07-15 09:00:00,2024-07-15 10:27:00,Machine A4,2729
2730,2024-08-16 10:00:00,2024-08-16 12:40:00,Machine A0,2730
2731,2024-09-17 11:00:00,2024-09-17 13:19:00,Machine A1,2731
2732,2024-10-18 12:00:00,2024-10-18 14:23:00,Machine A2,2732
2733,2024-11-19 13:00:00,2024-11-19 14:09:00,Machine A3,2733
2734,2024-12-20 14:00:00,2024-12-20 15:40:00,Machine A4,2734
2735,2024-01-21 15:00:00,2024-01-21 16:26:00,Machine A0,2735
2736,2024-02-22 08:00:00,2024-02-22 10:17:00,Machine A1,2736
2737,2024-03-23 09:00:00,2024-03-23 10:30:00,Machine A2,2737
2738,2024-04-24 10:00:00,2024-04-24 12:39:00,Machine A3,2738
2739,2024-05-25 11:00:00,2024-05-25 12:28:00,Machine A4,2739
2740,2024-06-26 12:00:00,2024-06-26 14:49:00,Machine A0,2740
2741,2024-07-27 13:00:00,2024-07-27 15:30:00,Machine A1,2741
2742,2024-08-28 14:00:00,2024-08-28 16:16:00,Machine A2,2742
2743,2024-09-01 15:00:00,2024-09-01 17:42:00,Machine A3,2743
2744,2024-10-02 08:00:00,2024-10-02 09:34:00,Machine A4,2744
2745,2024-11-03 09:00:00,2024-11-03 10:51:00,Machine A0,2745
2746,2024-12-04 10:00:00,2024-12-04 11:13:00,Machine A1,2746
2747,2024-01-05 11:00:00,2024-01-05 12:24:00,Machine A2,2747
2748,2024-02-06 12:00:00,2024-02-06 14:36:00,Machine A3,2748
2749,2024-03-07 13:00:00,2024-03-07 14:42:00,Machine A4,2749
2750,2024-04-08 14:00:00,2024-04-08 16:45:00,Machine A0,2750
2751,2024-05-09 15:00:00,2024-05-09 16:44:00,Machine A1,2751
2752,2024-06-10 08:00:00,2024-06-10 09:38:00,Machine A2,2752
2753,2024-07-11 09:00:00,2024-07-11 10:10:00,Machine A3,2753
2754,2024-08-12 10:00:00,2024-08-12 11:00:00,Machine A4,2754
2755,2024-09-13 11:00:00,2024-09-13 12:19:00,Machine A0,2755
2756,2024-10-14 12:00:00,2024-10-14 13:48:00,Machine A1,2756
2757,2024-11-15 13:00:00,2024-11-15 15:44:00,Machine A2,2757
2758,2024-12-16 14:00:00,2024-12-16 16:12:00,Machine A3,2758
2759,2024-01-17 15:00:00,2024-01-17 17:44:00,Machine A4,2759
2760,2024-02-18 08:00:00,2024-02-18 09:58:00,Machine A0,2760
2761,2024-03-19 09:00:00,2024-03-19 10:21:00,Machine A1,2761
2762,2024-04-20 10:00:00,2024-04-20 11:37:00,Machine A2,2762
2763,2024-05-21 11:00:00,2024-05-21 12:21:00,Machine A3,2763
2764,2024-06-22 12:00:00,2024-06-22 14:58:00,Machine A4,2764
2765,2024-07-23 13:00:00,2024-07-23 14:15:00,Machine A0,2765
2766,2024-08-24 14:00:00,2024-08-24 15:21:00,Machine A1,2766
2767,2024-09-25 15:00:00,2024-09-25 17:24:00,Machine A2,2767
2768,2024-10-26 08:00:00,2024-10-26 10:45:00,Machine A3,2768
2769,2024-11-27 09:00:00,2024-11-27 10:41:00,Machine A4,2769
2770,2024-12-28 10:00:00,2024-12-28 11:14:00,Machine A0,2770
2771,2024-01-01 11:00:00,2024-01-01 12:54:00,Machine A1,2771
2772,2024-02-02 12:00:00,2024-02-02 13:09:00,Machine A2,2772
2773,2024-03-03 13:00:00,2024-03-03 15:04:00,Machine A3,2773
2774,2024-04-04 14:00:00,2024-04-04 15:31:00,Machine A4,2774
2775,2024-05-05 15:00:00,2024-05-05 16:48:00,Machine A0,2775
2776,2024-06-06 08:00:00,2024-06-06 09:19:00,Machine A1,2776
2777,2024-07-07 09:00:00,2024-07-07 11:23:00,Machine A2,2777
2778,2024-08-08 10:00:00,2024-08-08 11:56:00,Machine A3,2778
2779,2024-09-09 11:00:00,2024-09-09 12:35:00,Machine A4,2779
2780,2024-10-10 12:00:00,2024-10-10 13:02:00,Machine A0,2780
2781,2024-11-11 13:00:00,2024-11-11 15:38:00,Machine A1,2781
2782,2024-12-12 14:00:00,2024-12-12 15:08:00,Machine A2,2782
2783,2024-01-13 15:00:00,2024-01-13 17:00:00,Machine A3,2783
2784,2024-02-14 08:00:00,2024-02-14 10:10:00,Machine A4,2784
2785,2024-03-15 09:00:00,2024-03-15 11:58:00,Machine A0,2785
2786,2024-04-16 10:00:00,2024-04-16 12:23:00,Machine A1,2786
2787,2024-05-17 11:00:00,2024-05-17 12:14:00,Machine A2,2787
2788,2024-06-18 12:00:00,2024-06-18 14:53:00,Machine A3,2788
2789,2024-07-19 13:00:00,2024-07-19 14:03:00,Machine A4,2789
2790,2024-08-20 14:00:00,2024-08-20 16:50:00,Machine A0,2790
2791,2024-09-21 15:00:00,2024-09-21 16:42:00,Machine A1,2791
2792,2024-10-22 08:00:00,2024-10-22 10:24:00,Machine A2,2792
2793,2024-11-23 09:00:00,2024-11-23 10:00:00,Machine A3,2793
2794,2024-12-24 10:00:00,2024-12-24 12:10:00,Machine A4,2794
2795,2024-01-25 11:00:00,2024-01-25 13:54:00,Machine A0,2795
2796,2024-02-26 12:00:00,2024-02-26 14:51:00,Machine A1,2796
2797,2024-03-27 13:00:00,2024-03-27 15:15:00,Machine A2,2797
2798,2024-04-28 14:00:00,2024-04-28 16:56:00,Machine A3,2798
2799,2024-05-01 15:00:00,2024-05-01 17:28:00,Machine A4,2799
2800,2024-06-02 08:00:00,2024-06-02 10:55:00,Machine A0,2800
2801,2024-07-03 09:00:00,2024-07-03 11:09:00,Machine A1,2801
2802,2024-08-04 10:00:00,2024-08-04 11:24:00,Machine A2,2802
2803,2024-09-05 11:00:00,2024-09-05 13:12:00,Machine A3,2803
2804,2024-10-06 12:00:00,2024-10-06 14:43:00,Machine A4,2804
2805,2024-11-07 13:00:00,2024-11-07 14:58:00,Machine A0,2805
2806,2024-12-08 14:00:00,2024-12-08 16:36:00,Machine A1,2806
2807,2024-01-09 15:00:00,2024-01-09 17:23:00,Machine A2,2807
2808,2024-02-10 08:00:00,2024-02-10 10:38:00,Machine A3,2808
2809,2024-03-11 09:00:00,2024-03-11 11:09:00,Machine A4,2809
2810,2024-04-12 10:00:00,2024-04-12 12:56:00,Machine A0,2810
2811,2024-05-13 11:00:00,2024-05-13 12:14:00,Machine A1,2811
2812,2024-06-14 12:00:00,2024-06-14 13:59:00,Machine A2,2812
2813,2024-07-15 13:00:00,2024-07-15 15:13:00,Machine A3,2813
2814,2024-08-16 14:00:00,2024-08-16 16:06:00,Machine A4,2814
2815,2024-09-17 15:00:00,2024-09-17 16:45:00,Machine A0,2815
2816,2024-10-18 08:00:00,2024-10-18 09:26:00,Machine A1,2816
2817,2024-11-19 09:00:00,2024-11-19 11:12:00,Machine A2,2817
2818,2024-12-20 10:00:00,2024-12-20 12:13:00,Machine A3,2818
2819,2024-01-21 11:00:00,2024-01-21 13:36:00,Machine A4,2819
2820,2024-02-22 12:00:00,2024-02-22 13:41:00,Machine A0,2820
2821,2024-03-23 13:00:00,2024-03-23 15:30:00,Machine A1,2821
2822,2024-04-24 14:00:00,2024-04-24 15:58:00,Machine A2,2822
2823,2024-05-25 15:00:00,2024-05-25 17:02:00,Machine A3,2823
2824,2024-06-26 08:00:00,2024-06-26 10:27:00,Machine A4,2824
2825,2024-07-27 09:00:00,2024-07-27 10:43:00,Machine A0,2825
2826,2024-08-28 10:00:00,2024-08-28 12:09:00,Machine A1,2826
2827,2024-09-01 11:00:00,2024-09-01 12:56:00,Machine A2,2827
2828,2024-10-02 12:00:00,2024-10-02 14:28:00,Machine A3,2828
2829,2024-11-03 13:00:00,2024-11-03 15:46:00,Machine A4,2829
2830,2024-12-04 14:00:00,2024-12-04 16:03:00,Machine A0,2830
2831,2024-01-05 15:00:00,2024-01-05 17:14:00,Machine A1,2831
2832,2024-02-06 08:00:00,2024-02-06 10:06:00,Machine A2,2832
2833,2024-03-07 09:00:00,2024-03-07 10:54:00,Machine A3,2833
2834,2024-04-08 10:00:00,2024-04-08 12:45:00,Machine A4,2834
2835,2024-05-09 11:00:00,2024-05-09 12:23:00,Machine A0,2835
2836,2024-06-10 12:00:00,2024-06-10 14:49:00,Machine A1,2836
2837,2024-07-11 13:00:00,2024-07-11 15:09:00,Machine A2,2837
2838,2024-08-12 14:00:00,2024-08-12 16:31:00,Machine A3,2838
2839,2024-09-13 15:00:00,2024-09-13 17:37:00,Machine A4,2839
2840,2024-10-14 08:00:00,2024-10-14 10:49:00,Machine A0,2840
2841,2024-11-15 09:00:00,2024-11-15 11:33:00,Machine A1,2841
2842,2024-12-16 10:00:00,2024-12-16 12:33:00,Machine A2,2842
2843,2024-01-17 11:00:00,2024-01-17 12:16:00,Machine A3,2843
2844,2024-02-18 12:00:00,2024-02-18 14:40:00,Machine A4,2844
2845,2024-03-19 13:00:00,2024-03-19 15:34:00,Machine A0,2845
2846,2024-04-20 14:00:00,2024-04-20 16:00:00,Machine A1,2846
2847,2024-05-21 15:00:00,2024-05-21 17:06:00,Machine A2,2847
2848,2024-06-22 08:00:00,2024-06-22 09:24:00,Machine A3,2848
2849,2024-07-23 09:00:00,2024-07-23 11:41:00,Machine A4,2849
2850,2024-08-24 10:00:00,2024-08-24 11:06:00,Machine A0,2850
2851,2024-09-25 11:00:00,2024-09-25 13:22:00,Machine A1,2851
2852,2024-10-26 12:00:00,2024-10-26 14:57:00,Machine A2,2852
2853,2024-11-27 13:00:00,2024-11-27 15:43:00,Machine A3,2853
2854,2024-12-28 14:00:00,2024-12-28 16:55:00,Machine A4,2854
2855,2024-01-01 15:00:00,2024-01-01 17:14:00,Machine A0,2855
2856,2024-02-02 08:00:00,2024-02-02 09:28:00,Machine A1,2856
2857,2024-03-03 09:00:00,2024-03-03 10:59:00,Machine A2,2857
2858,2024-04-04 10:00:00,2024-04-04 12:57:00,Machine A3,2858
2859,2024-05-05 11:00:00,2024-05-05 13:31:00,Machine A4,2859
2860,2024-06-06 12:00:00,2024-06-06 14:27:00,Machine A0,2860
2861,2024-07-07 13:00:00,2024-07-07 15:34:00,Machine A1,2861
2862,2024-08-08 14:00:00,2024-08-08 15:25:00,Machine A2,2862
2863,2024-09-09 15:00:00,2024-09-09 16:23:00,Machine A3,2863
2864,2024-10-10 08:00:00,2024-10-10 10:14:00,Machine A4,2864
2865,2024-11-11 09:00:00,2024-11-11 11:39:00,Machine A0,2865
2866,2024-12-12 10:00:00,2024-12-12 12:21:00,Machine A1,2866
2867,2024-01-13 11:00:00,2024-01-13 12:39:00,Machine A2,2867
2868,2024-02-14 12:00:00,2024-02-14 13:32:00,Machine A3,2868
2869,2024-03-15 13:00:00,2024-03-15 15:45:00,Machine A4,2869
2870,2024-04-16 14:00:00,2024-04-16 15:52:00,Machine A0,2870
2871,2024-05-17 15:00:00,2024-05-17 16:33:00,Machine A1,2871
2872,2024-06-18 08:00:00,2024-06-18 09:53:00,Machine A2,2872
2873,2024-07-19 09:00:00,2024-07-19 11:05:00,Machine A3,2873
2874,2024-08-20 10:00:00,2024-08-20 12:50:00,Machine A4,2874
2875,2024-09-21 11:00:00,2024-09-21 12:37:00,Machine A0,2875
2876,2024-10-22 12:00:00,2024-10-22 14:12:00,Machine A1,2876
2877,2024-11-23 13:00:00,2024-11-23 15:49:00,Machine A2,2877
2878,2024-12-24 14:00:00,2024-12-24 16:12:00,Machine A3,2878
2879,2024-01-25 15:00:00,2024-01-25 17:26:00,Machine A4,2879
2880,2024-02-26 08:00:00,2024-02-26 10:57:00,Machine A0,2880
2881,2024-03-27 09:00:00,2024-03-27 10:25:00,Machine A1,2881
2882,2024-04-28 10:00:00,2024-04-28 11:46:00,Machine A2,2882
2883,2024-05-01 11:00:00,2024-05-01 12:38:00,Machine A3,2883
2884,2024-06-02 12:00:00,2024-06-02 13:53:00,Machine A4,2884
2885,2024-07-03 13:00:00,2024-07-03 15:24:00,Machine A0,2885
2886,2024-08-04 14:00:00,2024-08-04 15:47:00,Machine A1,2886
2887,2024-09-05 15:00:00,2024-09-05 16:59:00,Machine A2,2887
2888,2024-10-06 08:00:00,2024-10-06 10:14:00,Machine A3,2888
2889,2024-11-07 09:00:00,2024-11-07 10:57:00,Machine A4,2889
2890,2024-12-08 10:00:00,2024-12-08 11:09:00,Machine A0,2890
2891,2024-01-09 11:00:00,2024-01-09 13:33:00,Machine A1,2891
2892,2024-02-10 12:00:00,2024-02-10 13:22:00,Machine A2,2892
2893,2024-03-11 13:00:00,2024-03-11 15:24:00,Machine A3,2893
2894,2024-04-12 14:00:00,2024-04-12 16:12:00,Machine A4,2894
2895,2024-05-13 15:00:00,2024-05-13 16:33:00,Machine A0,2895
2896,2024-06-14 08:00:00,2024-06-14 09:11:00,Machine A1,2896
2897,2024-07-15 09:00:00,2024-07-15 11:37:00,Machine A2,2897
2898,2024-08-16 10:00:00,2024-08-16 12:15:00,Machine A3,2898
2899,2024-09-17 11:00:00,2024-09-17 12:09:00,Machine A4,2899
2900,2024-10-18 12:00:00,2024-10-18 13:28:00,Machine A0,2900
2901,2024-11-19 13:00:00,2024-11-19 14:21:00,Machine A1,2901
2902,2024-12-20 14:00:00,2024-12-20 15:20:00,Machine A2,2902
2903,2024-01-21 15:00:00,2024-01-21 16:26:00,Machine A3,2903
2904,2024-02-22 08:00:00,2024-02-22 09:17:00,Machine A4,2904
2905,2024-03-23 09:00:00,2024-03-23 11:58:00,Machine A0,2905
2906,2024-04-24 10:00:00,2024-04-24 11:29:00,Machine A1,2906
2907,2024-05-25 11:00:00,2024-05-25 12:46:00,Machine A2,2907
2908,2024-06-26 12:00:00,2024-06-26 13:01:00,Machine A3,2908
2909,2024-07-27 13:00:00,2024-07-27 14:10:00,Machine A4,2909
2910,2024-08-28 14:00:00,2024-08-28 16:35:00,Machine A0,2910
2911,2024-09-01 15:00:00,2024-09-01 16:27:00,Machine A1,2911
2912,2024-10-02 08:00:00,2024-10-02 09:11:00,Machine A2,2912
2913,2024-11-03 09:00:00,2024-11-03 11:30:00,Machine A3,2913
2914,2024-12-04 10:00:00,2024-12-04 12:29:00,Machine A4,2914
2915,2024-01-05 11:00:00,2024-01-05 13:09:00,Machine A0,2915
2916,2024-02-06 12:00:00,2024-02-06 13:20:00,Machine A1,2916
2917,2024-03-07 13:00:00,2024-03-07 15:15:00,Machine A2,2917
2918,2024-04-08 14:00:00,2024-04-08 16:30:00,Machine A3,2918
2919,2024-05-09 15:00:00,2024-05-09 16:08:00,Machine A4,2919
2920,2024-06-10 08:00:00,2024-06-10 10:38:00,Machine A0,2920
2921,2024-07-11 09:00:00,2024-07-11 11:59:00,Machine A1,2921
2922,2024-08-12 10:00:00,2024-08-12 11:40:00,Machine A2,2922
2923,2024-09-13 11:00:00,2024-09-13 13:46:00,Machine A3,2923
2924,2024-10-14 12:00:00,2024-10-14 14:33:00,Machine A4,2924
2925,2024-11-15 13:00:00,2024-11-15 14:37:00,Machine A0,2925
2926,2024-12-16 14:00:00,2024-12-16 16:31:00,Machine A1,2926
2927,2024-01-17 15:00:00,2024-01-17 17:44:00,Machine A2,2927
2928,2024-02-18 08:00:00,2024-02-18 10:27:00,Machine A3,2928
2929,2024-03-19 09:00:00,2024-03-19 11:35:00,Machine A4,2929
2930,2024-04-20 10:00:00,2024-04-20 11:56:00,Machine A0,2930
2931,2024-05-21 11:00:00,2024-05-21 12:34:00,Machine A1,2931
2932,2024-06-22 12:00:00,2024-06-22 13:37:00,Machine A2,2932
2933,2024-07-23 13:00:00,2024-07-23 15:07:00,Machine A3,2933
2934,2024-08-24 14:00:00,2024-08-24 15:22:00,Machine A4,2934
2935,2024-09-25 15:00:00,2024-09-25 17:39:00,Machine A0,2935
2936,2024-10-26 08:00:00,2024-10-26 09:32:00,Machine A1,2936
2937,2024-11-27 09:00:00,2024-11-27 10:14:00,Machine A2,2937
2938,2024-12-28 10:00:00,2024-12-28 11:46:00,Machine A3,2938
2939,2024-01-01 11:00:00,2024-01-01 12:29:00,Machine A4,2939
2940,2024-02-02 12:00:00,2024-02-02 13:34:00,Machine A0,2940
2941,2024-03-03 13:00:00,2024-03-03 14:51:00,Machine A1,2941
2942,2024-04-04 14:00:00,2024-04-04 16:21:00,Machine A2,2942
2943,2024-05-05 15:00:00,2024-05-05 17:42:00,Machine A3,2943
2944,2024-06-06 08:00:00,2024-06-06 10:42:00,Machine A4,2944
2945,2024-07-07 09:00:00,2024-07-07 11:44:00,Machine A0,2945
2946,2024-08-08 10:00:00,2024-08-08 12:53:00,Machine A1,2946
2947,2024-09-09 11:00:00,2024-09-09 13:14:00,Machine A2,2947
2948,2024-10-10 12:00:00,2024-10-10 14:54:00,Machine A3,2948
2949,2024-11-11 13:00:00,2024-11-11 15:31:00,Machine A4,2949
2950,2024-12-12 14:00:00,2024-12-12 16:15:00,Machine A0,2950
2951,2024-01-13 15:00:00,2024-01-13 16:28:00,Machine A1,2951
2952,2024-02-14 08:00:00,2024-02-14 10:12:00,Machine A2,2952
2953,2024-03-15 09:00:00,2024-03-15 10:17:00,Machine A3,2953
2954,2024-04-16 10:00:00,2024-04-16 12:37:00,Machine A4,2954
2955,2024-05-17 11:00:00,2024-05-17 13:10:00,Machine A0,2955
2956,2024-06-18 12:00:00,2024-06-18 14:50:00,Machine A1,2956
2957,2024-07-19 13:00:00,2024-07-19 15:34:00,Machine A2,2957
2958,2024-08-20 14:00:00,2024-08-20 15:01:00,Machine A3,2958
2959,2024-09-21 15:00:00,2024-09-21 16:20:00,Machine A4,2959
2960,2024-10-22 08:00:00,2024-10-22 10:56:00,Machine A0,2960
2961,2024-11-23 09:00:00,2024-11-23 11:31:00,Machine A1,2961
2962,2024-12-24 10:00:00,2024-12-24 12:03:00,Machine A2,2962
2963,2024-01-25 11:00:00,2024-01-25 12:29:00,Machine A3,2963
2964,2024-02-26 12:00:00,2024-02-26 13:56:00,Machine A4,2964
2965,2024-03-27 13:00:00,2024-03-27 14:37:00,Machine A0,2965
2966,2024-04-28 14:00:00,2024-04-28 16:37:00,Machine A1,2966
2967,2024-05-01 15:00:00,2024-05-01 17:01:00,Machine A2,2967
2968,2024-06-02 08:00:00,2024-06-02 09:38:00,Machine A3,2968
2969,2024-07-03 09:00:00,2024-07-03 11:15:00,Machine A4,2969
2970,2024-08-04 10:00:00,2024-08-04 11:38:00,Machine A0,2970
2971,2024-09-05 11:00:00,2024-09-05 12:41:00,Machine A1,2971
2972,2024-10-06 12:00:00,2024-10-06 13:15:00,Machine A2,2972
2973,2024-11-07 13:00:00,2024-11-07 15:42:00,Machine A3,2973
2974,2024-12-08 14:00:00,2024-12-08 15:55:00,Machine A4,2974
2975,2024-01-09 15:00:00,2024-01-09 17:52:00,Machine A0,2975
2976,2024-02-10 08:00:00,2024-02-10 10:46:00,Machine A1,2976
2977,2024-03-11 09:00:00,2024-03-11 10:15:00,Machine A2,2977
2978,2024-04-12 10:00:00,2024-04-12 12:24:00,Machine A3,2978
2979,2024-05-13 11:00:00,2024-05-13 12:29:00,Machine A4,2979
2980,2024-06-14 12:00:00,2024-06-14 14:27:00,Machine A0,2980
2981,2024-07-15 13:00:00,2024-07-15 15:04:00,Machine A1,2981
2982,2024-08-16 14:00:00,2024-08-16 16:57:00,Machine A2,2982
2983,2024-09-17 15:00:00,2024-09-17 16:20:00,Machine A3,2983
2984,2024-10-18 08:00:00,2024-10-18 10:34:00,Machine A4,2984
2985,2024-11-19 09:00:00,2024-11-19 11:24:00,Machine A0,2985
2986,2024-12-20 10:00:00,2024-12-20 12:17:00,Machine A1,2986
2987,2024-01-21 11:00:00,2024-01-21 13:38:00,Machine A2,2987
2988,2024-02-22 12:00:00,2024-02-22 14:45:00,Machine A3,2988
2989,2024-03-23 13:00:00,2024-03-23 14:55:00,Machine A4,2989
2990,2024-04-24 14:00:00,2024-04-24 15:28:00,Machine A0,2990
2991,2024-05-25 15:00:00,2024-05-25 17:07:00,Machine A1,2991
2992,2024-06-26 08:00:00,2024-06-26 09:25:00,Machine A2,2992
2993,2024-07-27 09:00:00,2024-07-27 11:38:00,Machine A3,2993
2994,2024-08-28 10:00:00,2024-08-28 11:32:00,Machine A4,2994
2995,2024-09-01 11:00:00,2024-09-01 12:45:00,Machine A0,2995
2996,2024-10-02 12:00:00,2024-10-02 13:43:00,Machine A1,2996
2997,2024-11-03 13:00:00,2024-11-03 15:56:00,Machine A2,2997
2998,2024-12-04 14:00:00,2024-12-04 15:04:00,Machine A3,2998
2999,2024-01-05 15:00:00,2024-01-05 16:10:00,Machine A4,2999
3000,2024-02-06 08:00:00,2024-02-06 10:07:00,Machine A0,3000
3001,2024-03-07 09:00:00,2024-03-07 10:26:00,Machine A1,3001
3002,2024-04-08 10:00:00,2024-04-08 11:45:00,Machine A2,3002
3003,2024-05-09 11:00:00,2024-05-09 13:19:00,Machine A3,3003
3004,2024-06-10 12:00:00,2024-06-10 13:29:00,Machine A4,3004
3005,2024-07-11 13:00:00,2024-07-11 15:19:00,Machine A0,3005
3006,2024-08-12 14:00:00,2024-08-12 16:59:00,Machine A1,3006
3007,2024-09-13 15:00:00,2024-09-13 16:13:00,Machine A2,3007
3008,2024-10-14 08:00:00,2024-10-14 09:43:00,Machine A3,3008
3009,2024-11-15 09:00:00,2024-11-15 11:27:00,Machine A4,3009
3010,2024-12-16 10:00:00,2024-12-16 12:31:00,Machine A0,3010
3011,2024-01-17 11:00:00,2024-01-17 12:57:00,Machine A1,3011
3012,2024-02-18 12:00:00,2024-02-18 14:04:00,Machine A2,3012
3013,2024-03-19 13:00:00,2024-03-19 15:37:00,Machine A3,3013
3014,2024-04-20 14:00:00,2024-04-20 15:42:00,Machine A4,3014
3015,2024-05-21 15:00:00,2024-05-21 17:11:00,Machine A0,3015
3016,2024-06-22 08:00:00,2024-06-22 09:03:00,Machine A1,3016
3017,2024-07-23 09:00:00,2024-07-23 11:37:00,Machine A2,3017
3018,2024-08-24 10:00:00,2024-08-24 12:18:00,Machine A3,3018
3019,2024-09-25 11:00:00,2024-09-25 13:12:00,Machine A4,3019
3020,2024-10-26 12:00:00,2024-10-26 14:20:00,Machine A0,3020
3021,2024-11-27 13:00:00,2024-11-27 15:33:00,Machine A1,3021
3022,2024-12-28 14:00:00,2024-12-28 15:42:00,Machine A2,3022
3023,2024-01-01 15:00:00,2024-01-01 17:56:00,Machine A3,3023
3024,2024-02-02 08:00:00,2024-02-02 10:58:00,Machine A4,3024
3025,2024-03-03 09:00:00,2024-03-03 11:37:00,Machine A0,3025
3026,2024-04-04 10:00:00,2024-04-04 12:32:00,Machine A1,3026
3027,2024-05-05 11:00:00,2024-05-05 12:50:00,Machine A2,3027
3028,2024-06-06 12:00:00,2024-06-06 13:43:00,Machine A3,3028
3029,2024-07-07 13:00:00,2024-07-07 14:13:00,Machine A4,3029
3030,2024-08-08 14:00:00,2024-08-08 16:36:00,Machine A0,3030
3031,2024-09-09 15:00:00,2024-09-09 17:42:00,Machine A1,3031
3032,2024-10-10 08:00:00,2024-10-10 09:02:00,Machine A2,3032
3033,2024-11-11 09:00:00,2024-11-11 10:15:00,Machine A3,3033
3034,2024-12-12 10:00:00,2024-12-12 11:38:00,Machine A4,3034
3035,2024-01-13 11:00:00,2024-01-13 12:16:00,Machine A0,3035
3036,2024-02-14 12:00:00,2024-02-14 13:32:00,Machine A1,3036
3037,2024-03-15 13:00:00,2024-03-15 16:00:00,Machine A2,3037
3038,2024-04-16 14:00:00,2024-04-16 15:45:00,Machine A3,3038
3039,2024-05-17 15:00:00,2024-05-17 17:05:00,Machine A4,3039
3040,2024-06-18 08:00:00,2024-06-18 09:51:00,Machine A0,3040
3041,2024-07-19 09:00:00,2024-07-19 10:21:00,Machine A1,3041
3042,2024-08-20 10:00:00,2024-08-20 11:52:00,Machine A2,3042
3043,2024-09-21 11:00:00,2024-09-21 12:37:00,Machine A3,3043
3044,2024-10-22 12:00:00,2024-10-22 13:48:00,Machine A4,3044
3045,2024-11-23 13:00:00,2024-11-23 15:11:00,Machine A0,3045
3046,2024-12-24 14:00:00,2024-12-24 15:35:00,Machine A1,3046
3047,2024-01-25 15:00:00,2024-01-25 16:28:00,Machine A2,3047
3048,2024-02-26 08:00:00,2024-02-26 10:14:00,Machine A3,3048
3049,2024-03-27 09:00:00,2024-03-27 10:22:00,Machine A4,3049
3050,2024-04-28 10:00:00,2024-04-28 11:32:00,Machine A0,3050
3051,2024-05-01 11:00:00,2024-05-01 12:39:00,Machine A1,3051
3052,2024-06-02 12:00:00,2024-06-02 14:02:00,Machine A2,3052
3053,2024-07-03 13:00:00,2024-07-03 14:52:00,Machine A3,3053
3054,2024-08-04 14:00:00,2024-08-04 15:19:00,Machine A4,3054
3055,2024-09-05 15:00:00,2024-09-05 17:34:00,Machine A0,3055
3056,2024-10-06 08:00:00,2024-10-06 10:35:00,Machine A1,3056
3057,2024-11-07 09:00:00,2024-11-07 10:24:00,Machine A2,3057
3058,2024-12-08 10:00:00,2024-12-08 11:40:00,Machine A3,3058
3059,2024-01-09 11:00:00,2024-01-09 12:39:00,Machine A4,3059
3060,2024-02-10 12:00:00,2024-02-10 14:20:00,Machine A0,3060
