PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksPerDoos,BatchID
2722,2024-02-10 14:30:00,2024-02-10 16:00:00,Machine C2,7,2722
2723,2024-03-11 15:30:00,2024-03-11 17:06:00,Machine C3,17,2723
2724,2024-04-12 10:30:00,2024-04-12 12:33:00,Machine C4,10,2724
2725,2024-05-13 11:30:00,2024-05-13 14:09:00,Machine C0,8,2725
2726,2024-06-14 12:30:00,2024-06-14 14:36:00,Machine C1,6,2726
2727,2024-07-15 13:30:00,2024-07-15 16:04:00,Machine C2,11,2727
2728,2024-08-16 14:30:00,2024-08-16 16:13:00,Machine C3,15,2728
2729,2024-09-17 15:30:00,2024-09-17 16:38:00,Machine C4,7,2729
2730,2024-10-18 10:30:00,2024-10-18 11:42:00,Machine C0,13,2730
2731,2024-11-19 11:30:00,2024-11-19 12:32:00,Machine C1,7,2731
2732,2024-12-20 12:30:00,2024-12-20 13:57:00,Machine C2,19,2732
2733,2024-01-21 13:30:00,2024-01-21 15:55:00,Machine C3,5,2733
2734,2024-02-22 14:30:00,2024-02-22 15:52:00,Machine C4,18,2734
2735,2024-03-23 15:30:00,2024-03-23 17:23:00,Machine C0,14,2735
2736,2024-04-24 10:30:00,2024-04-24 13:06:00,Machine C1,20,2736
2737,2024-05-25 11:30:00,2024-05-25 12:53:00,Machine C2,11,2737
2738,2024-06-26 12:30:00,2024-06-26 13:57:00,Machine C3,18,2738
2739,2024-07-27 13:30:00,2024-07-27 14:33:00,Machine C4,15,2739
2740,2024-08-28 14:30:00,2024-08-28 16:24:00,Machine C0,14,2740
2741,2024-09-01 15:30:00,2024-09-01 17:20:00,Machine C1,7,2741
2742,2024-10-02 10:30:00,2024-10-02 12:42:00,Machine C2,12,2742
2743,2024-11-03 11:30:00,2024-11-03 12:32:00,Machine C3,15,2743
2744,2024-12-04 12:30:00,2024-12-04 15:08:00,Machine C4,20,2744
2745,2024-01-05 13:30:00,2024-01-05 14:33:00,Machine C0,12,2745
2746,2024-02-06 14:30:00,2024-02-06 16:51:00,Machine C1,10,2746
2747,2024-03-07 15:30:00,2024-03-07 16:41:00,Machine C2,8,2747
2748,2024-04-08 10:30:00,2024-04-08 11:33:00,Machine C3,18,2748
2749,2024-05-09 11:30:00,2024-05-09 14:19:00,Machine C4,9,2749
2750,2024-06-10 12:30:00,2024-06-10 14:46:00,Machine C0,10,2750
2751,2024-07-11 13:30:00,2024-07-11 14:32:00,Machine C1,20,2751
2752,2024-08-12 14:30:00,2024-08-12 16:54:00,Machine C2,17,2752
2753,2024-09-13 15:30:00,2024-09-13 18:28:00,Machine C3,13,2753
2754,2024-10-14 10:30:00,2024-10-14 13:28:00,Machine C4,11,2754
2755,2024-11-15 11:30:00,2024-11-15 13:35:00,Machine C0,18,2755
2756,2024-12-16 12:30:00,2024-12-16 14:04:00,Machine C1,13,2756
2757,2024-01-17 13:30:00,2024-01-17 15:42:00,Machine C2,20,2757
2758,2024-02-18 14:30:00,2024-02-18 15:59:00,Machine C3,20,2758
2759,2024-03-19 15:30:00,2024-03-19 17:42:00,Machine C4,14,2759
2760,2024-04-20 10:30:00,2024-04-20 11:31:00,Machine C0,8,2760
2761,2024-05-21 11:30:00,2024-05-21 13:05:00,Machine C1,19,2761
2762,2024-06-22 12:30:00,2024-06-22 15:11:00,Machine C2,15,2762
2763,2024-07-23 13:30:00,2024-07-23 15:11:00,Machine C3,5,2763
2764,2024-08-24 14:30:00,2024-08-24 16:13:00,Machine C4,6,2764
2765,2024-09-25 15:30:00,2024-09-25 16:45:00,Machine C0,19,2765
2766,2024-10-26 10:30:00,2024-10-26 11:41:00,Machine C1,19,2766
2767,2024-11-27 11:30:00,2024-11-27 13:49:00,Machine C2,20,2767
2768,2024-12-28 12:30:00,2024-12-28 15:19:00,Machine C3,20,2768
2769,2024-01-01 13:30:00,2024-01-01 15:18:00,Machine C4,12,2769
2770,2024-02-02 14:30:00,2024-02-02 16:05:00,Machine C0,15,2770
2771,2024-03-03 15:30:00,2024-03-03 16:30:00,Machine C1,20,2771
2772,2024-04-04 10:30:00,2024-04-04 12:13:00,Machine C2,19,2772
2773,2024-05-05 11:30:00,2024-05-05 13:19:00,Machine C3,19,2773
2774,2024-06-06 12:30:00,2024-06-06 14:24:00,Machine C4,14,2774
2775,2024-07-07 13:30:00,2024-07-07 16:23:00,Machine C0,5,2775
2776,2024-08-08 14:30:00,2024-08-08 16:17:00,Machine C1,5,2776
2777,2024-09-09 15:30:00,2024-09-09 18:26:00,Machine C2,13,2777
2778,2024-10-10 10:30:00,2024-10-10 11:39:00,Machine C3,15,2778
2779,2024-11-11 11:30:00,2024-11-11 13:12:00,Machine C4,10,2779
2780,2024-12-12 12:30:00,2024-12-12 13:54:00,Machine C0,14,2780
2781,2024-01-13 13:30:00,2024-01-13 15:54:00,Machine C1,20,2781
2782,2024-02-14 14:30:00,2024-02-14 16:31:00,Machine C2,17,2782
2783,2024-03-15 15:30:00,2024-03-15 17:48:00,Machine C3,7,2783
2784,2024-04-16 10:30:00,2024-04-16 12:56:00,Machine C4,17,2784
2785,2024-05-17 11:30:00,2024-05-17 14:09:00,Machine C0,14,2785
2786,2024-06-18 12:30:00,2024-06-18 13:39:00,Machine C1,16,2786
2787,2024-07-19 13:30:00,2024-07-19 16:27:00,Machine C2,15,2787
2788,2024-08-20 14:30:00,2024-08-20 16:45:00,Machine C3,15,2788
2789,2024-09-21 15:30:00,2024-09-21 17:57:00,Machine C4,5,2789
2790,2024-10-22 10:30:00,2024-10-22 11:54:00,Machine C0,16,2790
2791,2024-11-23 11:30:00,2024-11-23 13:15:00,Machine C1,8,2791
2792,2024-12-24 12:30:00,2024-12-24 15:23:00,Machine C2,11,2792
2793,2024-01-25 13:30:00,2024-01-25 16:22:00,Machine C3,6,2793
2794,2024-02-26 14:30:00,2024-02-26 16:22:00,Machine C4,6,2794
2795,2024-03-27 15:30:00,2024-03-27 16:35:00,Machine C0,5,2795
2796,2024-04-28 10:30:00,2024-04-28 11:54:00,Machine C1,16,2796
2797,2024-05-01 11:30:00,2024-05-01 12:51:00,Machine C2,13,2797
2798,2024-06-02 12:30:00,2024-06-02 13:58:00,Machine C3,8,2798
2799,2024-07-03 13:30:00,2024-07-03 15:44:00,Machine C4,11,2799
2800,2024-08-04 14:30:00,2024-08-04 16:54:00,Machine C0,6,2800
2801,2024-09-05 15:30:00,2024-09-05 18:04:00,Machine C1,18,2801
2802,2024-10-06 10:30:00,2024-10-06 12:35:00,Machine C2,9,2802
2803,2024-11-07 11:30:00,2024-11-07 13:17:00,Machine C3,14,2803
2804,2024-12-08 12:30:00,2024-12-08 14:59:00,Machine C4,12,2804
2805,2024-01-09 13:30:00,2024-01-09 15:32:00,Machine C0,17,2805
2806,2024-02-10 14:30:00,2024-02-10 16:59:00,Machine C1,8,2806
2807,2024-03-11 15:30:00,2024-03-11 18:24:00,Machine C2,8,2807
2808,2024-04-12 10:30:00,2024-04-12 11:35:00,Machine C3,12,2808
2809,2024-05-13 11:30:00,2024-05-13 13:47:00,Machine C4,19,2809
2810,2024-06-14 12:30:00,2024-06-14 14:47:00,Machine C0,20,2810
2811,2024-07-15 13:30:00,2024-07-15 14:54:00,Machine C1,7,2811
2812,2024-08-16 14:30:00,2024-08-16 16:03:00,Machine C2,19,2812
2813,2024-09-17 15:30:00,2024-09-17 17:00:00,Machine C3,15,2813
2814,2024-10-18 10:30:00,2024-10-18 11:51:00,Machine C4,12,2814
2815,2024-11-19 11:30:00,2024-11-19 14:01:00,Machine C0,17,2815
2816,2024-12-20 12:30:00,2024-12-20 14:50:00,Machine C1,18,2816
2817,2024-01-21 13:30:00,2024-01-21 15:23:00,Machine C2,5,2817
2818,2024-02-22 14:30:00,2024-02-22 17:20:00,Machine C3,19,2818
2819,2024-03-23 15:30:00,2024-03-23 17:30:00,Machine C4,16,2819
2820,2024-04-24 10:30:00,2024-04-24 12:44:00,Machine C0,12,2820
2821,2024-05-25 11:30:00,2024-05-25 13:20:00,Machine C1,15,2821
2822,2024-06-26 12:30:00,2024-06-26 15:09:00,Machine C2,10,2822
2823,2024-07-27 13:30:00,2024-07-27 15:57:00,Machine C3,10,2823
2824,2024-08-28 14:30:00,2024-08-28 16:48:00,Machine C4,16,2824
2825,2024-09-01 15:30:00,2024-09-01 18:12:00,Machine C0,7,2825
2826,2024-10-02 10:30:00,2024-10-02 12:18:00,Machine C1,13,2826
2827,2024-11-03 11:30:00,2024-11-03 13:35:00,Machine C2,14,2827
2828,2024-12-04 12:30:00,2024-12-04 14:23:00,Machine C3,7,2828
2829,2024-01-05 13:30:00,2024-01-05 14:31:00,Machine C4,10,2829
2830,2024-02-06 14:30:00,2024-02-06 16:15:00,Machine C0,20,2830
2831,2024-03-07 15:30:00,2024-03-07 17:42:00,Machine C1,6,2831
2832,2024-04-08 10:30:00,2024-04-08 13:19:00,Machine C2,11,2832
2833,2024-05-09 11:30:00,2024-05-09 13:31:00,Machine C3,19,2833
2834,2024-06-10 12:30:00,2024-06-10 14:38:00,Machine C4,10,2834
2835,2024-07-11 13:30:00,2024-07-11 15:33:00,Machine C0,11,2835
2836,2024-08-12 14:30:00,2024-08-12 16:49:00,Machine C1,16,2836
2837,2024-09-13 15:30:00,2024-09-13 18:08:00,Machine C2,20,2837
2838,2024-10-14 10:30:00,2024-10-14 12:15:00,Machine C3,12,2838
2839,2024-11-15 11:30:00,2024-11-15 14:23:00,Machine C4,14,2839
2840,2024-12-16 12:30:00,2024-12-16 15:08:00,Machine C0,15,2840
2841,2024-01-17 13:30:00,2024-01-17 15:25:00,Machine C1,5,2841
2842,2024-02-18 14:30:00,2024-02-18 17:28:00,Machine C2,6,2842
2843,2024-03-19 15:30:00,2024-03-19 18:13:00,Machine C3,13,2843
2844,2024-04-20 10:30:00,2024-04-20 13:22:00,Machine C4,8,2844
2845,2024-05-21 11:30:00,2024-05-21 14:16:00,Machine C0,19,2845
2846,2024-06-22 12:30:00,2024-06-22 14:47:00,Machine C1,13,2846
2847,2024-07-23 13:30:00,2024-07-23 15:16:00,Machine C2,17,2847
2848,2024-08-24 14:30:00,2024-08-24 16:41:00,Machine C3,13,2848
2849,2024-09-25 15:30:00,2024-09-25 17:47:00,Machine C4,8,2849
2850,2024-10-26 10:30:00,2024-10-26 13:29:00,Machine C0,11,2850
2851,2024-11-27 11:30:00,2024-11-27 14:16:00,Machine C1,15,2851
2852,2024-12-28 12:30:00,2024-12-28 15:07:00,Machine C2,18,2852
2853,2024-01-01 13:30:00,2024-01-01 14:39:00,Machine C3,20,2853
2854,2024-02-02 14:30:00,2024-02-02 16:36:00,Machine C4,7,2854
2855,2024-03-03 15:30:00,2024-03-03 16:39:00,Machine C0,9,2855
2856,2024-04-04 10:30:00,2024-04-04 12:13:00,Machine C1,7,2856
2857,2024-05-05 11:30:00,2024-05-05 13:17:00,Machine C2,19,2857
2858,2024-06-06 12:30:00,2024-06-06 14:14:00,Machine C3,11,2858
2859,2024-07-07 13:30:00,2024-07-07 15:10:00,Machine C4,13,2859
2860,2024-08-08 14:30:00,2024-08-08 16:11:00,Machine C0,17,2860
2861,2024-09-09 15:30:00,2024-09-09 18:20:00,Machine C1,16,2861
2862,2024-10-10 10:30:00,2024-10-10 11:42:00,Machine C2,13,2862
2863,2024-11-11 11:30:00,2024-11-11 12:49:00,Machine C3,16,2863
2864,2024-12-12 12:30:00,2024-12-12 14:44:00,Machine C4,20,2864
2865,2024-01-13 13:30:00,2024-01-13 16:03:00,Machine C0,12,2865
2866,2024-02-14 14:30:00,2024-02-14 15:34:00,Machine C1,20,2866
2867,2024-03-15 15:30:00,2024-03-15 17:21:00,Machine C2,6,2867
2868,2024-04-16 10:30:00,2024-04-16 13:03:00,Machine C3,16,2868
2869,2024-05-17 11:30:00,2024-05-17 13:35:00,Machine C4,12,2869
2870,2024-06-18 12:30:00,2024-06-18 15:20:00,Machine C0,13,2870
2871,2024-07-19 13:30:00,2024-07-19 15:03:00,Machine C1,10,2871
2872,2024-08-20 14:30:00,2024-08-20 15:46:00,Machine C2,9,2872
2873,2024-09-21 15:30:00,2024-09-21 18:05:00,Machine C3,10,2873
2874,2024-10-22 10:30:00,2024-10-22 12:33:00,Machine C4,19,2874
2875,2024-11-23 11:30:00,2024-11-23 12:44:00,Machine C0,7,2875
2876,2024-12-24 12:30:00,2024-12-24 14:55:00,Machine C1,5,2876
2877,2024-01-25 13:30:00,2024-01-25 15:12:00,Machine C2,17,2877
2878,2024-02-26 14:30:00,2024-02-26 17:25:00,Machine C3,13,2878
2879,2024-03-27 15:30:00,2024-03-27 16:35:00,Machine C4,17,2879
2880,2024-04-28 10:30:00,2024-04-28 11:53:00,Machine C0,12,2880
2881,2024-05-01 11:30:00,2024-05-01 13:53:00,Machine C1,18,2881
2882,2024-06-02 12:30:00,2024-06-02 14:59:00,Machine C2,16,2882
2883,2024-07-03 13:30:00,2024-07-03 16:09:00,Machine C3,13,2883
2884,2024-08-04 14:30:00,2024-08-04 16:34:00,Machine C4,10,2884
2885,2024-09-05 15:30:00,2024-09-05 18:20:00,Machine C0,5,2885
2886,2024-10-06 10:30:00,2024-10-06 13:15:00,Machine C1,8,2886
2887,2024-11-07 11:30:00,2024-11-07 13:59:00,Machine C2,5,2887
2888,2024-12-08 12:30:00,2024-12-08 15:29:00,Machine C3,13,2888
2889,2024-01-09 13:30:00,2024-01-09 16:11:00,Machine C4,9,2889
2890,2024-02-10 14:30:00,2024-02-10 16:16:00,Machine C0,9,2890
2891,2024-03-11 15:30:00,2024-03-11 18:22:00,Machine C1,17,2891
2892,2024-04-12 10:30:00,2024-04-12 13:22:00,Machine C2,5,2892
2893,2024-05-13 11:30:00,2024-05-13 13:47:00,Machine C3,20,2893
2894,2024-06-14 12:30:00,2024-06-14 13:54:00,Machine C4,9,2894
2895,2024-07-15 13:30:00,2024-07-15 14:59:00,Machine C0,19,2895
2896,2024-08-16 14:30:00,2024-08-16 17:12:00,Machine C1,17,2896
2897,2024-09-17 15:30:00,2024-09-17 17:51:00,Machine C2,19,2897
2898,2024-10-18 10:30:00,2024-10-18 12:38:00,Machine C3,6,2898
2899,2024-11-19 11:30:00,2024-11-19 14:00:00,Machine C4,5,2899
2900,2024-12-20 12:30:00,2024-12-20 15:26:00,Machine C0,7,2900
2901,2024-01-21 13:30:00,2024-01-21 16:08:00,Machine C1,20,2901
2902,2024-02-22 14:30:00,2024-02-22 16:37:00,Machine C2,15,2902
2903,2024-03-23 15:30:00,2024-03-23 17:35:00,Machine C3,14,2903
2904,2024-04-24 10:30:00,2024-04-24 12:04:00,Machine C4,8,2904
2905,2024-05-25 11:30:00,2024-05-25 13:45:00,Machine C0,10,2905
2906,2024-06-26 12:30:00,2024-06-26 14:13:00,Machine C1,7,2906
2907,2024-07-27 13:30:00,2024-07-27 15:19:00,Machine C2,13,2907
2908,2024-08-28 14:30:00,2024-08-28 16:24:00,Machine C3,13,2908
2909,2024-09-01 15:30:00,2024-09-01 17:18:00,Machine C4,12,2909
2910,2024-10-02 10:30:00,2024-10-02 12:13:00,Machine C0,16,2910
2911,2024-11-03 11:30:00,2024-11-03 13:50:00,Machine C1,19,2911
2912,2024-12-04 12:30:00,2024-12-04 15:20:00,Machine C2,5,2912
2913,2024-01-05 13:30:00,2024-01-05 15:24:00,Machine C3,10,2913
2914,2024-02-06 14:30:00,2024-02-06 16:43:00,Machine C4,12,2914
2915,2024-03-07 15:30:00,2024-03-07 16:53:00,Machine C0,15,2915
2916,2024-04-08 10:30:00,2024-04-08 12:26:00,Machine C1,18,2916
2917,2024-05-09 11:30:00,2024-05-09 13:14:00,Machine C2,9,2917
2918,2024-06-10 12:30:00,2024-06-10 14:12:00,Machine C3,12,2918
2919,2024-07-11 13:30:00,2024-07-11 15:04:00,Machine C4,6,2919
2920,2024-08-12 14:30:00,2024-08-12 16:04:00,Machine C0,11,2920
2921,2024-09-13 15:30:00,2024-09-13 16:34:00,Machine C1,13,2921
2922,2024-10-14 10:30:00,2024-10-14 12:12:00,Machine C2,11,2922
2923,2024-11-15 11:30:00,2024-11-15 12:40:00,Machine C3,5,2923
2924,2024-12-16 12:30:00,2024-12-16 15:27:00,Machine C4,11,2924
2925,2024-01-17 13:30:00,2024-01-17 15:40:00,Machine C0,19,2925
2926,2024-02-18 14:30:00,2024-02-18 16:34:00,Machine C1,20,2926
2927,2024-03-19 15:30:00,2024-03-19 17:14:00,Machine C2,15,2927
2928,2024-04-20 10:30:00,2024-04-20 12:50:00,Machine C3,16,2928
2929,2024-05-21 11:30:00,2024-05-21 13:18:00,Machine C4,12,2929
2930,2024-06-22 12:30:00,2024-06-22 13:37:00,Machine C0,6,2930
2931,2024-07-23 13:30:00,2024-07-23 16:05:00,Machine C1,12,2931
2932,2024-08-24 14:30:00,2024-08-24 16:54:00,Machine C2,5,2932
2933,2024-09-25 15:30:00,2024-09-25 18:23:00,Machine C3,20,2933
2934,2024-10-26 10:30:00,2024-10-26 12:47:00,Machine C4,10,2934
2935,2024-11-27 11:30:00,2024-11-27 12:51:00,Machine C0,9,2935
2936,2024-12-28 12:30:00,2024-12-28 14:29:00,Machine C1,12,2936
2937,2024-01-01 13:30:00,2024-01-01 15:43:00,Machine C2,15,2937
2938,2024-02-02 14:30:00,2024-02-02 17:19:00,Machine C3,10,2938
2939,2024-03-03 15:30:00,2024-03-03 17:28:00,Machine C4,13,2939
2940,2024-04-04 10:30:00,2024-04-04 12:07:00,Machine C0,14,2940
2941,2024-05-05 11:30:00,2024-05-05 13:34:00,Machine C1,12,2941
2942,2024-06-06 12:30:00,2024-06-06 14:41:00,Machine C2,7,2942
2943,2024-07-07 13:30:00,2024-07-07 16:04:00,Machine C3,7,2943
2944,2024-08-08 14:30:00,2024-08-08 16:36:00,Machine C4,19,2944
2945,2024-09-09 15:30:00,2024-09-09 18:00:00,Machine C0,18,2945
2946,2024-10-10 10:30:00,2024-10-10 11:56:00,Machine C1,6,2946
2947,2024-11-11 11:30:00,2024-11-11 14:25:00,Machine C2,8,2947
2948,2024-12-12 12:30:00,2024-12-12 15:22:00,Machine C3,12,2948
2949,2024-01-13 13:30:00,2024-01-13 14:48:00,Machine C4,6,2949
2950,2024-02-14 14:30:00,2024-02-14 17:03:00,Machine C0,20,2950
2951,2024-03-15 15:30:00,2024-03-15 18:29:00,Machine C1,17,2951
2952,2024-04-16 10:30:00,2024-04-16 11:30:00,Machine C2,18,2952
2953,2024-05-17 11:30:00,2024-05-17 14:01:00,Machine C3,17,2953
2954,2024-06-18 12:30:00,2024-06-18 14:37:00,Machine C4,15,2954
2955,2024-07-19 13:30:00,2024-07-19 14:35:00,Machine C0,12,2955
2956,2024-08-20 14:30:00,2024-08-20 16:44:00,Machine C1,18,2956
2957,2024-09-21 15:30:00,2024-09-21 16:52:00,Machine C2,14,2957
2958,2024-10-22 10:30:00,2024-10-22 12:38:00,Machine C3,17,2958
2959,2024-11-23 11:30:00,2024-11-23 14:20:00,Machine C4,19,2959
2960,2024-12-24 12:30:00,2024-12-24 15:29:00,Machine C0,5,2960
2961,2024-01-25 13:30:00,2024-01-25 15:22:00,Machine C1,16,2961
2962,2024-02-26 14:30:00,2024-02-26 15:42:00,Machine C2,6,2962
2963,2024-03-27 15:30:00,2024-03-27 18:16:00,Machine C3,9,2963
2964,2024-04-28 10:30:00,2024-04-28 13:20:00,Machine C4,11,2964
2965,2024-05-01 11:30:00,2024-05-01 13:43:00,Machine C0,16,2965
2966,2024-06-02 12:30:00,2024-06-02 15:20:00,Machine C1,19,2966
2967,2024-07-03 13:30:00,2024-07-03 15:48:00,Machine C2,16,2967
2968,2024-08-04 14:30:00,2024-08-04 15:30:00,Machine C3,16,2968
2969,2024-09-05 15:30:00,2024-09-05 18:19:00,Machine C4,14,2969
2970,2024-10-06 10:30:00,2024-10-06 13:02:00,Machine C0,5,2970
2971,2024-11-07 11:30:00,2024-11-07 12:48:00,Machine C1,16,2971
2972,2024-12-08 12:30:00,2024-12-08 14:10:00,Machine C2,20,2972
2973,2024-01-09 13:30:00,2024-01-09 15:24:00,Machine C3,14,2973
2974,2024-02-10 14:30:00,2024-02-10 16:45:00,Machine C4,9,2974
2975,2024-03-11 15:30:00,2024-03-11 18:13:00,Machine C0,5,2975
2976,2024-04-12 10:30:00,2024-04-12 13:13:00,Machine C1,5,2976
2977,2024-05-13 11:30:00,2024-05-13 13:41:00,Machine C2,15,2977
2978,2024-06-14 12:30:00,2024-06-14 14:06:00,Machine C3,15,2978
2979,2024-07-15 13:30:00,2024-07-15 15:03:00,Machine C4,13,2979
2980,2024-08-16 14:30:00,2024-08-16 17:10:00,Machine C0,11,2980
2981,2024-09-17 15:30:00,2024-09-17 17:58:00,Machine C1,12,2981
2982,2024-10-18 10:30:00,2024-10-18 12:15:00,Machine C2,14,2982
2983,2024-11-19 11:30:00,2024-11-19 13:03:00,Machine C3,7,2983
2984,2024-12-20 12:30:00,2024-12-20 13:40:00,Machine C4,15,2984
2985,2024-01-21 13:30:00,2024-01-21 15:32:00,Machine C0,19,2985
2986,2024-02-22 14:30:00,2024-02-22 16:58:00,Machine C1,11,2986
2987,2024-03-23 15:30:00,2024-03-23 17:21:00,Machine C2,10,2987
2988,2024-04-24 10:30:00,2024-04-24 11:50:00,Machine C3,19,2988
2989,2024-05-25 11:30:00,2024-05-25 13:00:00,Machine C4,8,2989
2990,2024-06-26 12:30:00,2024-06-26 14:03:00,Machine C0,14,2990
2991,2024-07-27 13:30:00,2024-07-27 14:51:00,Machine C1,15,2991
2992,2024-08-28 14:30:00,2024-08-28 15:47:00,Machine C2,10,2992
2993,2024-09-01 15:30:00,2024-09-01 18:24:00,Machine C3,11,2993
2994,2024-10-02 10:30:00,2024-10-02 11:32:00,Machine C4,13,2994
2995,2024-11-03 11:30:00,2024-11-03 14:17:00,Machine C0,18,2995
2996,2024-12-04 12:30:00,2024-12-04 14:27:00,Machine C1,17,2996
2997,2024-01-05 13:30:00,2024-01-05 15:35:00,Machine C2,12,2997
2998,2024-02-06 14:30:00,2024-02-06 15:58:00,Machine C3,17,2998
2999,2024-03-07 15:30:00,2024-03-07 18:22:00,Machine C4,17,2999
3000,2024-04-08 10:30:00,2024-04-08 11:36:00,Machine C0,7,3000
3001,2024-05-09 11:30:00,2024-05-09 13:46:00,Machine C1,5,3001
3002,2024-06-10 12:30:00,2024-06-10 14:54:00,Machine C2,16,3002
3003,2024-07-11 13:30:00,2024-07-11 15:00:00,Machine C3,13,3003
3004,2024-08-12 14:30:00,2024-08-12 16:59:00,Machine C4,14,3004
3005,2024-09-13 15:30:00,2024-09-13 16:47:00,Machine C0,9,3005
3006,2024-10-14 10:30:00,2024-10-14 13:03:00,Machine C1,7,3006
3007,2024-11-15 11:30:00,2024-11-15 13:52:00,Machine C2,13,3007
3008,2024-12-16 12:30:00,2024-12-16 13:40:00,Machine C3,11,3008
3009,2024-01-17 13:30:00,2024-01-17 15:24:00,Machine C4,10,3009
3010,2024-02-18 14:30:00,2024-02-18 15:36:00,Machine C0,6,3010
3011,2024-03-19 15:30:00,2024-03-19 18:02:00,Machine C1,11,3011
3012,2024-04-20 10:30:00,2024-04-20 12:19:00,Machine C2,20,3012
3013,2024-05-21 11:30:00,2024-05-21 13:01:00,Machine C3,20,3013
3014,2024-06-22 12:30:00,2024-06-22 14:02:00,Machine C4,6,3014
3015,2024-07-23 13:30:00,2024-07-23 14:38:00,Machine C0,18,3015
3016,2024-08-24 14:30:00,2024-08-24 15:31:00,Machine C1,12,3016
3017,2024-09-25 15:30:00,2024-09-25 18:03:00,Machine C2,6,3017
3018,2024-10-26 10:30:00,2024-10-26 13:09:00,Machine C3,16,3018
3019,2024-11-27 11:30:00,2024-11-27 13:00:00,Machine C4,18,3019
3020,2024-12-28 12:30:00,2024-12-28 15:28:00,Machine C0,13,3020
3021,2024-01-01 13:30:00,2024-01-01 15:40:00,Machine C1,10,3021
3022,2024-02-02 14:30:00,2024-02-02 17:15:00,Machine C2,20,3022
3023,2024-03-03 15:30:00,2024-03-03 16:40:00,Machine C3,18,3023
3024,2024-04-04 10:30:00,2024-04-04 13:16:00,Machine C4,15,3024
3025,2024-05-05 11:30:00,2024-05-05 14:28:00,Machine C0,13,3025
3026,2024-06-06 12:30:00,2024-06-06 15:24:00,Machine C1,16,3026
3027,2024-07-07 13:30:00,2024-07-07 16:13:00,Machine C2,11,3027
3028,2024-08-08 14:30:00,2024-08-08 16:47:00,Machine C3,19,3028
3029,2024-09-09 15:30:00,2024-09-09 17:59:00,Machine C4,7,3029
3030,2024-10-10 10:30:00,2024-10-10 12:16:00,Machine C0,8,3030
3031,2024-11-11 11:30:00,2024-11-11 13:50:00,Machine C1,16,3031
3032,2024-12-12 12:30:00,2024-12-12 14:56:00,Machine C2,5,3032
3033,2024-01-13 13:30:00,2024-01-13 15:24:00,Machine C3,5,3033
3034,2024-02-14 14:30:00,2024-02-14 17:27:00,Machine C4,17,3034
3035,2024-03-15 15:30:00,2024-03-15 17:30:00,Machine C0,15,3035
3036,2024-04-16 10:30:00,2024-04-16 13:21:00,Machine C1,20,3036
3037,2024-05-17 11:30:00,2024-05-17 14:23:00,Machine C2,16,3037
3038,2024-06-18 12:30:00,2024-06-18 15:08:00,Machine C3,16,3038
3039,2024-07-19 13:30:00,2024-07-19 15:08:00,Machine C4,15,3039
3040,2024-08-20 14:30:00,2024-08-20 16:55:00,Machine C0,17,3040
3041,2024-09-21 15:30:00,2024-09-21 17:36:00,Machine C1,7,3041
3042,2024-10-22 10:30:00,2024-10-22 13:10:00,Machine C2,17,3042
3043,2024-11-23 11:30:00,2024-11-23 12:33:00,Machine C3,16,3043
3044,2024-12-24 12:30:00,2024-12-24 14:14:00,Machine C4,7,3044
3045,2024-01-25 13:30:00,2024-01-25 14:32:00,Machine C0,17,3045
3046,2024-02-26 14:30:00,2024-02-26 16:49:00,Machine C1,10,3046
3047,2024-03-27 15:30:00,2024-03-27 16:47:00,Machine C2,6,3047
3048,2024-04-28 10:30:00,2024-04-28 13:29:00,Machine C3,7,3048
3049,2024-05-01 11:30:00,2024-05-01 14:26:00,Machine C4,20,3049
3050,2024-06-02 12:30:00,2024-06-02 15:10:00,Machine C0,12,3050
3051,2024-07-03 13:30:00,2024-07-03 15:02:00,Machine C1,16,3051
3052,2024-08-04 14:30:00,2024-08-04 16:37:00,Machine C2,13,3052
3053,2024-09-05 15:30:00,2024-09-05 18:03:00,Machine C3,11,3053
3054,2024-10-06 10:30:00,2024-10-06 13:07:00,Machine C4,5,3054
3055,2024-11-07 11:30:00,2024-11-07 12:52:00,Machine C0,15,3055
3056,2024-12-08 12:30:00,2024-12-08 15:11:00,Machine C1,8,3056
3057,2024-01-09 13:30:00,2024-01-09 16:27:00,Machine C2,17,3057
3058,2024-02-10 14:30:00,2024-02-10 15:50:00,Machine C3,9,3058
3059,2024-03-11 15:30:00,2024-03-11 17:41:00,Machine C4,17,3059
3060,2024-04-12 10:30:00,2024-04-12 13:12:00,Machine C0,12,3060
3061,2024-05-13 11:30:00,2024-05-13 14:07:00,Machine C1,8,3061
3062,2024-06-14 12:30:00,2024-06-14 14:50:00,Machine C2,18,3062
3063,2024-07-15 13:30:00,2024-07-15 14:42:00,Machine C3,20,3063
3064,2024-08-16 14:30:00,2024-08-16 16:14:00,Machine C4,17,3064
3065,2024-09-17 15:30:00,2024-09-17 18:13:00,Machine C0,17,3065
3066,2024-10-18 10:30:00,2024-10-18 12:04:00,Machine C1,17,3066
3067,2024-11-19 11:30:00,2024-11-19 13:00:00,Machine C2,15,3067
3068,2024-12-20 12:30:00,2024-12-20 15:26:00,Machine C3,10,3068
3069,2024-01-21 13:30:00,2024-01-21 14:36:00,Machine C4,20,3069
