FillingID,F_DatumTijdStart,F_DatumTijdEind,F_Machine,BatchID
2310,2024-09-17 09:00:00,2024-09-17 10:51:00,Machine B0,2310
2311,2024-10-18 10:00:00,2024-10-18 11:48:00,Machine B1,2311
2312,2024-11-19 11:00:00,2024-11-19 13:15:00,Machine B2,2312
2313,2024-12-20 12:00:00,2024-12-20 14:55:00,Machine B3,2313
2314,2024-01-21 13:00:00,2024-01-21 14:35:00,Machine B4,2314
2315,2024-02-22 14:00:00,2024-02-22 16:33:00,Machine B0,2315
2316,2024-03-23 09:00:00,2024-03-23 10:21:00,Machine B1,2316
2317,2024-04-24 10:00:00,2024-04-24 11:11:00,Machine B2,2317
2318,2024-05-25 11:00:00,2024-05-25 13:41:00,Machine B3,2318
2319,2024-06-26 12:00:00,2024-06-26 14:47:00,Machine B4,2319
2320,2024-07-27 13:00:00,2024-07-27 14:24:00,Machine B0,2320
2321,2024-08-28 14:00:00,2024-08-28 16:05:00,Machine B1,2321
2322,2024-09-01 09:00:00,2024-09-01 10:27:00,Machine B2,2322
2323,2024-10-02 10:00:00,2024-10-02 12:44:00,Machine B3,2323
2324,2024-11-03 11:00:00,2024-11-03 13:39:00,Machine B4,2324
2325,2024-12-04 12:00:00,2024-12-04 13:40:00,Machine B0,2325
2326,2024-01-05 13:00:00,2024-01-05 14:09:00,Machine B1,2326
2327,2024-02-06 14:00:00,2024-02-06 15:10:00,Machine B2,2327
2328,2024-03-07 09:00:00,2024-03-07 10:20:00,Machine B3,2328
2329,2024-04-08 10:00:00,2024-04-08 11:35:00,Machine B4,2329
2330,2024-05-09 11:00:00,2024-05-09 12:55:00,Machine B0,2330
2331,2024-06-10 12:00:00,2024-06-10 14:03:00,Machine B1,2331
2332,2024-07-11 13:00:00,2024-07-11 15:31:00,Machine B2,2332
2333,2024-08-12 14:00:00,2024-08-12 16:15:00,Machine B3,2333
2334,2024-09-13 09:00:00,2024-09-13 10:07:00,Machine B4,2334
2335,2024-10-14 10:00:00,2024-10-14 12:19:00,Machine B0,2335
2336,2024-11-15 11:00:00,2024-11-15 13:47:00,Machine B1,2336
2337,2024-12-16 12:00:00,2024-12-16 13:18:00,Machine B2,2337
2338,2024-01-17 13:00:00,2024-01-17 15:40:00,Machine B3,2338
2339,2024-02-18 14:00:00,2024-02-18 16:26:00,Machine B4,2339
2340,2024-03-19 09:00:00,2024-03-19 10:06:00,Machine B0,2340
2341,2024-04-20 10:00:00,2024-04-20 12:26:00,Machine B1,2341
2342,2024-05-21 11:00:00,2024-05-21 12:24:00,Machine B2,2342
2343,2024-06-22 12:00:00,2024-06-22 14:58:00,Machine B3,2343
2344,2024-07-23 13:00:00,2024-07-23 15:13:00,Machine B4,2344
2345,2024-08-24 14:00:00,2024-08-24 15:49:00,Machine B0,2345
2346,2024-09-25 09:00:00,2024-09-25 11:03:00,Machine B1,2346
2347,2024-10-26 10:00:00,2024-10-26 11:06:00,Machine B2,2347
2348,2024-11-27 11:00:00,2024-11-27 12:37:00,Machine B3,2348
2349,2024-12-28 12:00:00,2024-12-28 14:14:00,Machine B4,2349
2350,2024-01-01 13:00:00,2024-01-01 15:27:00,Machine B0,2350
2351,2024-02-02 14:00:00,2024-02-02 15:18:00,Machine B1,2351
2352,2024-03-03 09:00:00,2024-03-03 10:55:00,Machine B2,2352
2353,2024-04-04 10:00:00,2024-04-04 11:29:00,Machine B3,2353
2354,2024-05-05 11:00:00,2024-05-05 13:19:00,Machine B4,2354
2355,2024-06-06 12:00:00,2024-06-06 13:30:00,Machine B0,2355
2356,2024-07-07 13:00:00,2024-07-07 15:28:00,Machine B1,2356
2357,2024-08-08 14:00:00,2024-08-08 16:08:00,Machine B2,2357
2358,2024-09-09 09:00:00,2024-09-09 10:10:00,Machine B3,2358
2359,2024-10-10 10:00:00,2024-10-10 11:07:00,Machine B4,2359
2360,2024-11-11 11:00:00,2024-11-11 13:04:00,Machine B0,2360
2361,2024-12-12 12:00:00,2024-12-12 13:29:00,Machine B1,2361
2362,2024-01-13 13:00:00,2024-01-13 14:30:00,Machine B2,2362
2363,2024-02-14 14:00:00,2024-02-14 15:54:00,Machine B3,2363
2364,2024-03-15 09:00:00,2024-03-15 11:52:00,Machine B4,2364
2365,2024-04-16 10:00:00,2024-04-16 12:12:00,Machine B0,2365
2366,2024-05-17 11:00:00,2024-05-17 12:48:00,Machine B1,2366
2367,2024-06-18 12:00:00,2024-06-18 14:57:00,Machine B2,2367
2368,2024-07-19 13:00:00,2024-07-19 14:28:00,Machine B3,2368
2369,2024-08-20 14:00:00,2024-08-20 16:58:00,Machine B4,2369
2370,2024-09-21 09:00:00,2024-09-21 11:13:00,Machine B0,2370
2371,2024-10-22 10:00:00,2024-10-22 12:56:00,Machine B1,2371
2372,2024-11-23 11:00:00,2024-11-23 13:45:00,Machine B2,2372
2373,2024-12-24 12:00:00,2024-12-24 14:51:00,Machine B3,2373
2374,2024-01-25 13:00:00,2024-01-25 14:56:00,Machine B4,2374
2375,2024-02-26 14:00:00,2024-02-26 16:33:00,Machine B0,2375
2376,2024-03-27 09:00:00,2024-03-27 10:21:00,Machine B1,2376
2377,2024-04-28 10:00:00,2024-04-28 12:13:00,Machine B2,2377
2378,2024-05-01 11:00:00,2024-05-01 12:33:00,Machine B3,2378
2379,2024-06-02 12:00:00,2024-06-02 13:19:00,Machine B4,2379
2380,2024-07-03 13:00:00,2024-07-03 14:45:00,Machine B0,2380
2381,2024-08-04 14:00:00,2024-08-04 16:50:00,Machine B1,2381
2382,2024-09-05 09:00:00,2024-09-05 10:50:00,Machine B2,2382
2383,2024-10-06 10:00:00,2024-10-06 11:24:00,Machine B3,2383
2384,2024-11-07 11:00:00,2024-11-07 12:36:00,Machine B4,2384
2385,2024-12-08 12:00:00,2024-12-08 14:41:00,Machine B0,2385
2386,2024-01-09 13:00:00,2024-01-09 15:55:00,Machine B1,2386
2387,2024-02-10 14:00:00,2024-02-10 15:34:00,Machine B2,2387
2388,2024-03-11 09:00:00,2024-03-11 11:18:00,Machine B3,2388
2389,2024-04-12 10:00:00,2024-04-12 12:19:00,Machine B4,2389
2390,2024-05-13 11:00:00,2024-05-13 12:13:00,Machine B0,2390
2391,2024-06-14 12:00:00,2024-06-14 13:39:00,Machine B1,2391
2392,2024-07-15 13:00:00,2024-07-15 15:53:00,Machine B2,2392
2393,2024-08-16 14:00:00,2024-08-16 15:31:00,Machine B3,2393
2394,2024-09-17 09:00:00,2024-09-17 10:48:00,Machine B4,2394
2395,2024-10-18 10:00:00,2024-10-18 12:56:00,Machine B0,2395
2396,2024-11-19 11:00:00,2024-11-19 13:54:00,Machine B1,2396
2397,2024-12-20 12:00:00,2024-12-20 14:29:00,Machine B2,2397
2398,2024-01-21 13:00:00,2024-01-21 15:09:00,Machine B3,2398
2399,2024-02-22 14:00:00,2024-02-22 15:43:00,Machine B4,2399
2400,2024-03-23 09:00:00,2024-03-23 11:31:00,Machine B0,2400
2401,2024-04-24 10:00:00,2024-04-24 12:33:00,Machine B1,2401
2402,2024-05-25 11:00:00,2024-05-25 12:12:00,Machine B2,2402
2403,2024-06-26 12:00:00,2024-06-26 13:38:00,Machine B3,2403
2404,2024-07-27 13:00:00,2024-07-27 15:31:00,Machine B4,2404
2405,2024-08-28 14:00:00,2024-08-28 15:26:00,Machine B0,2405
2406,2024-09-01 09:00:00,2024-09-01 10:40:00,Machine B1,2406
2407,2024-10-02 10:00:00,2024-10-02 12:15:00,Machine B2,2407
2408,2024-11-03 11:00:00,2024-11-03 12:26:00,Machine B3,2408
2409,2024-12-04 12:00:00,2024-12-04 14:10:00,Machine B4,2409
2410,2024-01-05 13:00:00,2024-01-05 14:28:00,Machine B0,2410
2411,2024-02-06 14:00:00,2024-02-06 16:06:00,Machine B1,2411
2412,2024-03-07 09:00:00,2024-03-07 10:38:00,Machine B2,2412
2413,2024-04-08 10:00:00,2024-04-08 12:22:00,Machine B3,2413
2414,2024-05-09 11:00:00,2024-05-09 12:21:00,Machine B4,2414
2415,2024-06-10 12:00:00,2024-06-10 14:00:00,Machine B0,2415
2416,2024-07-11 13:00:00,2024-07-11 15:48:00,Machine B1,2416
2417,2024-08-12 14:00:00,2024-08-12 16:13:00,Machine B2,2417
2418,2024-09-13 09:00:00,2024-09-13 11:27:00,Machine B3,2418
2419,2024-10-14 10:00:00,2024-10-14 11:05:00,Machine B4,2419
2420,2024-11-15 11:00:00,2024-11-15 12:15:00,Machine B0,2420
2421,2024-12-16 12:00:00,2024-12-16 14:04:00,Machine B1,2421
2422,2024-01-17 13:00:00,2024-01-17 15:31:00,Machine B2,2422
2423,2024-02-18 14:00:00,2024-02-18 16:57:00,Machine B3,2423
2424,2024-03-19 09:00:00,2024-03-19 10:08:00,Machine B4,2424
2425,2024-04-20 10:00:00,2024-04-20 12:18:00,Machine B0,2425
2426,2024-05-21 11:00:00,2024-05-21 13:47:00,Machine B1,2426
2427,2024-06-22 12:00:00,2024-06-22 13:33:00,Machine B2,2427
2428,2024-07-23 13:00:00,2024-07-23 14:54:00,Machine B3,2428
2429,2024-08-24 14:00:00,2024-08-24 15:43:00,Machine B4,2429
2430,2024-09-25 09:00:00,2024-09-25 10:11:00,Machine B0,2430
2431,2024-10-26 10:00:00,2024-10-26 12:58:00,Machine B1,2431
2432,2024-11-27 11:00:00,2024-11-27 12:18:00,Machine B2,2432
2433,2024-12-28 12:00:00,2024-12-28 13:59:00,Machine B3,2433
2434,2024-01-01 13:00:00,2024-01-01 15:05:00,Machine B4,2434
2435,2024-02-02 14:00:00,2024-02-02 15:58:00,Machine B0,2435
2436,2024-03-03 09:00:00,2024-03-03 10:16:00,Machine B1,2436
2437,2024-04-04 10:00:00,2024-04-04 12:00:00,Machine B2,2437
2438,2024-05-05 11:00:00,2024-05-05 12:10:00,Machine B3,2438
2439,2024-06-06 12:00:00,2024-06-06 14:26:00,Machine B4,2439
2440,2024-07-07 13:00:00,2024-07-07 14:27:00,Machine B0,2440
2441,2024-08-08 14:00:00,2024-08-08 16:20:00,Machine B1,2441
2442,2024-09-09 09:00:00,2024-09-09 11:09:00,Machine B2,2442
2443,2024-10-10 10:00:00,2024-10-10 11:26:00,Machine B3,2443
2444,2024-11-11 11:00:00,2024-11-11 13:56:00,Machine B4,2444
2445,2024-12-12 12:00:00,2024-12-12 13:56:00,Machine B0,2445
2446,2024-01-13 13:00:00,2024-01-13 15:19:00,Machine B1,2446
2447,2024-02-14 14:00:00,2024-02-14 15:51:00,Machine B2,2447
2448,2024-03-15 09:00:00,2024-03-15 11:19:00,Machine B3,2448
2449,2024-04-16 10:00:00,2024-04-16 12:58:00,Machine B4,2449
2450,2024-05-17 11:00:00,2024-05-17 13:59:00,Machine B0,2450
2451,2024-06-18 12:00:00,2024-06-18 13:15:00,Machine B1,2451
2452,2024-07-19 13:00:00,2024-07-19 15:28:00,Machine B2,2452
2453,2024-08-20 14:00:00,2024-08-20 15:54:00,Machine B3,2453
2454,2024-09-21 09:00:00,2024-09-21 10:55:00,Machine B4,2454
2455,2024-10-22 10:00:00,2024-10-22 12:45:00,Machine B0,2455
2456,2024-11-23 11:00:00,2024-11-23 12:00:00,Machine B1,2456
2457,2024-12-24 12:00:00,2024-12-24 13:44:00,Machine B2,2457
2458,2024-01-25 13:00:00,2024-01-25 14:04:00,Machine B3,2458
2459,2024-02-26 14:00:00,2024-02-26 16:58:00,Machine B4,2459
2460,2024-03-27 09:00:00,2024-03-27 10:12:00,Machine B0,2460
2461,2024-04-28 10:00:00,2024-04-28 12:18:00,Machine B1,2461
2462,2024-05-01 11:00:00,2024-05-01 13:11:00,Machine B2,2462
2463,2024-06-02 12:00:00,2024-06-02 14:41:00,Machine B3,2463
2464,2024-07-03 13:00:00,2024-07-03 14:46:00,Machine B4,2464
2465,2024-08-04 14:00:00,2024-08-04 15:16:00,Machine B0,2465
2466,2024-09-05 09:00:00,2024-09-05 11:03:00,Machine B1,2466
2467,2024-10-06 10:00:00,2024-10-06 12:54:00,Machine B2,2467
2468,2024-11-07 11:00:00,2024-11-07 12:54:00,Machine B3,2468
2469,2024-12-08 12:00:00,2024-12-08 13:13:00,Machine B4,2469
2470,2024-01-09 13:00:00,2024-01-09 14:34:00,Machine B0,2470
2471,2024-02-10 14:00:00,2024-02-10 16:21:00,Machine B1,2471
2472,2024-03-11 09:00:00,2024-03-11 11:33:00,Machine B2,2472
2473,2024-04-12 10:00:00,2024-04-12 12:33:00,Machine B3,2473
2474,2024-05-13 11:00:00,2024-05-13 12:20:00,Machine B4,2474
2475,2024-06-14 12:00:00,2024-06-14 13:37:00,Machine B0,2475
2476,2024-07-15 13:00:00,2024-07-15 14:41:00,Machine B1,2476
2477,2024-08-16 14:00:00,2024-08-16 15:41:00,Machine B2,2477
2478,2024-09-17 09:00:00,2024-09-17 11:28:00,Machine B3,2478
2479,2024-10-18 10:00:00,2024-10-18 12:19:00,Machine B4,2479
2480,2024-11-19 11:00:00,2024-11-19 12:54:00,Machine B0,2480
2481,2024-12-20 12:00:00,2024-12-20 13:12:00,Machine B1,2481
2482,2024-01-21 13:00:00,2024-01-21 14:35:00,Machine B2,2482
2483,2024-02-22 14:00:00,2024-02-22 16:58:00,Machine B3,2483
2484,2024-03-23 09:00:00,2024-03-23 11:23:00,Machine B4,2484
2485,2024-04-24 10:00:00,2024-04-24 12:20:00,Machine B0,2485
2486,2024-05-25 11:00:00,2024-05-25 12:45:00,Machine B1,2486
2487,2024-06-26 12:00:00,2024-06-26 14:33:00,Machine B2,2487
2488,2024-07-27 13:00:00,2024-07-27 15:29:00,Machine B3,2488
2489,2024-08-28 14:00:00,2024-08-28 16:17:00,Machine B4,2489
2490,2024-09-01 09:00:00,2024-09-01 11:43:00,Machine B0,2490
2491,2024-10-02 10:00:00,2024-10-02 12:50:00,Machine B1,2491
2492,2024-11-03 11:00:00,2024-11-03 12:59:00,Machine B2,2492
2493,2024-12-04 12:00:00,2024-12-04 13:59:00,Machine B3,2493
2494,2024-01-05 13:00:00,2024-01-05 14:59:00,Machine B4,2494
2495,2024-02-06 14:00:00,2024-02-06 15:21:00,Machine B0,2495
2496,2024-03-07 09:00:00,2024-03-07 10:37:00,Machine B1,2496
2497,2024-04-08 10:00:00,2024-04-08 12:58:00,Machine B2,2497
2498,2024-05-09 11:00:00,2024-05-09 12:19:00,Machine B3,2498
2499,2024-06-10 12:00:00,2024-06-10 13:15:00,Machine B4,2499
2500,2024-07-11 13:00:00,2024-07-11 15:14:00,Machine B0,2500
2501,2024-08-12 14:00:00,2024-08-12 15:03:00,Machine B1,2501
2502,2024-09-13 09:00:00,2024-09-13 11:14:00,Machine B2,2502
2503,2024-10-14 10:00:00,2024-10-14 11:20:00,Machine B3,2503
2504,2024-11-15 11:00:00,2024-11-15 12:07:00,Machine B4,2504
2505,2024-12-16 12:00:00,2024-12-16 14:12:00,Machine B0,2505
2506,2024-01-17 13:00:00,2024-01-17 15:57:00,Machine B1,2506
2507,2024-02-18 14:00:00,2024-02-18 15:10:00,Machine B2,2507
2508,2024-03-19 09:00:00,2024-03-19 10:56:00,Machine B3,2508
2509,2024-04-20 10:00:00,2024-04-20 12:33:00,Machine B4,2509
2510,2024-05-21 11:00:00,2024-05-21 13:45:00,Machine B0,2510
2511,2024-06-22 12:00:00,2024-06-22 13:09:00,Machine B1,2511
2512,2024-07-23 13:00:00,2024-07-23 14:00:00,Machine B2,2512
2513,2024-08-24 14:00:00,2024-08-24 15:55:00,Machine B3,2513
2514,2024-09-25 09:00:00,2024-09-25 12:00:00,Machine B4,2514
2515,2024-10-26 10:00:00,2024-10-26 12:57:00,Machine B0,2515
2516,2024-11-27 11:00:00,2024-11-27 13:38:00,Machine B1,2516
2517,2024-12-28 12:00:00,2024-12-28 13:12:00,Machine B2,2517
2518,2024-01-01 13:00:00,2024-01-01 14:42:00,Machine B3,2518
2519,2024-02-02 14:00:00,2024-02-02 16:43:00,Machine B4,2519
2520,2024-03-03 09:00:00,2024-03-03 11:29:00,Machine B0,2520
2521,2024-04-04 10:00:00,2024-04-04 11:32:00,Machine B1,2521
2522,2024-05-05 11:00:00,2024-05-05 13:49:00,Machine B2,2522
2523,2024-06-06 12:00:00,2024-06-06 15:00:00,Machine B3,2523
2524,2024-07-07 13:00:00,2024-07-07 14:20:00,Machine B4,2524
2525,2024-08-08 14:00:00,2024-08-08 15:15:00,Machine B0,2525
2526,2024-09-09 09:00:00,2024-09-09 11:48:00,Machine B1,2526
2527,2024-10-10 10:00:00,2024-10-10 11:35:00,Machine B2,2527
2528,2024-11-11 11:00:00,2024-11-11 13:46:00,Machine B3,2528
2529,2024-12-12 12:00:00,2024-12-12 14:26:00,Machine B4,2529
2530,2024-01-13 13:00:00,2024-01-13 14:52:00,Machine B0,2530
2531,2024-02-14 14:00:00,2024-02-14 16:36:00,Machine B1,2531
2532,2024-03-15 09:00:00,2024-03-15 11:21:00,Machine B2,2532
2533,2024-04-16 10:00:00,2024-04-16 12:45:00,Machine B3,2533
2534,2024-05-17 11:00:00,2024-05-17 13:05:00,Machine B4,2534
2535,2024-06-18 12:00:00,2024-06-18 14:34:00,Machine B0,2535
2536,2024-07-19 13:00:00,2024-07-19 14:34:00,Machine B1,2536
2537,2024-08-20 14:00:00,2024-08-20 15:56:00,Machine B2,2537
2538,2024-09-21 09:00:00,2024-09-21 11:02:00,Machine B3,2538
2539,2024-10-22 10:00:00,2024-10-22 11:42:00,Machine B4,2539
2540,2024-11-23 11:00:00,2024-11-23 13:21:00,Machine B0,2540
2541,2024-12-24 12:00:00,2024-12-24 13:17:00,Machine B1,2541
2542,2024-01-25 13:00:00,2024-01-25 14:19:00,Machine B2,2542
2543,2024-02-26 14:00:00,2024-02-26 15:17:00,Machine B3,2543
2544,2024-03-27 09:00:00,2024-03-27 11:05:00,Machine B4,2544
2545,2024-04-28 10:00:00,2024-04-28 12:38:00,Machine B0,2545
2546,2024-05-01 11:00:00,2024-05-01 13:57:00,Machine B1,2546
2547,2024-06-02 12:00:00,2024-06-02 13:19:00,Machine B2,2547
2548,2024-07-03 13:00:00,2024-07-03 15:52:00,Machine B3,2548
2549,2024-08-04 14:00:00,2024-08-04 16:20:00,Machine B4,2549
2550,2024-09-05 09:00:00,2024-09-05 11:27:00,Machine B0,2550
2551,2024-10-06 10:00:00,2024-10-06 12:39:00,Machine B1,2551
2552,2024-11-07 11:00:00,2024-11-07 13:33:00,Machine B2,2552
2553,2024-12-08 12:00:00,2024-12-08 13:31:00,Machine B3,2553
2554,2024-01-09 13:00:00,2024-01-09 15:52:00,Machine B4,2554
2555,2024-02-10 14:00:00,2024-02-10 16:34:00,Machine B0,2555
2556,2024-03-11 09:00:00,2024-03-11 10:21:00,Machine B1,2556
2557,2024-04-12 10:00:00,2024-04-12 12:05:00,Machine B2,2557
2558,2024-05-13 11:00:00,2024-05-13 12:48:00,Machine B3,2558
2559,2024-06-14 12:00:00,2024-06-14 13:23:00,Machine B4,2559
2560,2024-07-15 13:00:00,2024-07-15 15:50:00,Machine B0,2560
2561,2024-08-16 14:00:00,2024-08-16 16:25:00,Machine B1,2561
2562,2024-09-17 09:00:00,2024-09-17 11:01:00,Machine B2,2562
2563,2024-10-18 10:00:00,2024-10-18 12:59:00,Machine B3,2563
2564,2024-11-19 11:00:00,2024-11-19 13:21:00,Machine B4,2564
2565,2024-12-20 12:00:00,2024-12-20 13:00:00,Machine B0,2565
2566,2024-01-21 13:00:00,2024-01-21 15:03:00,Machine B1,2566
2567,2024-02-22 14:00:00,2024-02-22 16:31:00,Machine B2,2567
2568,2024-03-23 09:00:00,2024-03-23 11:55:00,Machine B3,2568
2569,2024-04-24 10:00:00,2024-04-24 11:32:00,Machine B4,2569
2570,2024-05-25 11:00:00,2024-05-25 12:48:00,Machine B0,2570
2571,2024-06-26 12:00:00,2024-06-26 14:16:00,Machine B1,2571
2572,2024-07-27 13:00:00,2024-07-27 15:33:00,Machine B2,2572
2573,2024-08-28 14:00:00,2024-08-28 15:03:00,Machine B3,2573
2574,2024-09-01 09:00:00,2024-09-01 11:44:00,Machine B4,2574
2575,2024-10-02 10:00:00,2024-10-02 11:36:00,Machine B0,2575
2576,2024-11-03 11:00:00,2024-11-03 12:30:00,Machine B1,2576
2577,2024-12-04 12:00:00,2024-12-04 13:10:00,Machine B2,2577
2578,2024-01-05 13:00:00,2024-01-05 14:29:00,Machine B3,2578
2579,2024-02-06 14:00:00,2024-02-06 15:06:00,Machine B4,2579
2580,2024-03-07 09:00:00,2024-03-07 10:58:00,Machine B0,2580
2581,2024-04-08 10:00:00,2024-04-08 12:56:00,Machine B1,2581
2582,2024-05-09 11:00:00,2024-05-09 12:39:00,Machine B2,2582
2583,2024-06-10 12:00:00,2024-06-10 14:35:00,Machine B3,2583
2584,2024-07-11 13:00:00,2024-07-11 16:00:00,Machine B4,2584
2585,2024-08-12 14:00:00,2024-08-12 15:33:00,Machine B0,2585
2586,2024-09-13 09:00:00,2024-09-13 10:57:00,Machine B1,2586
2587,2024-10-14 10:00:00,2024-10-14 13:00:00,Machine B2,2587
2588,2024-11-15 11:00:00,2024-11-15 13:47:00,Machine B3,2588
2589,2024-12-16 12:00:00,2024-12-16 13:44:00,Machine B4,2589
2590,2024-01-17 13:00:00,2024-01-17 15:48:00,Machine B0,2590
2591,2024-02-18 14:00:00,2024-02-18 15:30:00,Machine B1,2591
2592,2024-03-19 09:00:00,2024-03-19 11:21:00,Machine B2,2592
2593,2024-04-20 10:00:00,2024-04-20 11:43:00,Machine B3,2593
2594,2024-05-21 11:00:00,2024-05-21 12:25:00,Machine B4,2594
2595,2024-06-22 12:00:00,2024-06-22 14:50:00,Machine B0,2595
2596,2024-07-23 13:00:00,2024-07-23 15:14:00,Machine B1,2596
2597,2024-08-24 14:00:00,2024-08-24 15:33:00,Machine B2,2597
2598,2024-09-25 09:00:00,2024-09-25 11:59:00,Machine B3,2598
2599,2024-10-26 10:00:00,2024-10-26 11:18:00,Machine B4,2599
2600,2024-11-27 11:00:00,2024-11-27 12:11:00,Machine B0,2600
2601,2024-12-28 12:00:00,2024-12-28 13:52:00,Machine B1,2601
2602,2024-01-01 13:00:00,2024-01-01 14:35:00,Machine B2,2602
2603,2024-02-02 14:00:00,2024-02-02 15:22:00,Machine B3,2603
2604,2024-03-03 09:00:00,2024-03-03 10:05:00,Machine B4,2604
2605,2024-04-04 10:00:00,2024-04-04 12:47:00,Machine B0,2605
2606,2024-05-05 11:00:00,2024-05-05 12:20:00,Machine B1,2606
2607,2024-06-06 12:00:00,2024-06-06 14:28:00,Machine B2,2607
2608,2024-07-07 13:00:00,2024-07-07 15:36:00,Machine B3,2608
2609,2024-08-08 14:00:00,2024-08-08 16:13:00,Machine B4,2609
2610,2024-09-09 09:00:00,2024-09-09 10:56:00,Machine B0,2610
2611,2024-10-10 10:00:00,2024-10-10 12:55:00,Machine B1,2611
2612,2024-11-11 11:00:00,2024-11-11 13:26:00,Machine B2,2612
2613,2024-12-12 12:00:00,2024-12-12 14:15:00,Machine B3,2613
2614,2024-01-13 13:00:00,2024-01-13 15:46:00,Machine B4,2614
2615,2024-02-14 14:00:00,2024-02-14 15:47:00,Machine B0,2615
2616,2024-03-15 09:00:00,2024-03-15 10:07:00,Machine B1,2616
2617,2024-04-16 10:00:00,2024-04-16 11:57:00,Machine B2,2617
2618,2024-05-17 11:00:00,2024-05-17 12:46:00,Machine B3,2618
2619,2024-06-18 12:00:00,2024-06-18 14:52:00,Machine B4,2619
2620,2024-07-19 13:00:00,2024-07-19 15:34:00,Machine B0,2620
2621,2024-08-20 14:00:00,2024-08-20 15:58:00,Machine B1,2621
2622,2024-09-21 09:00:00,2024-09-21 10:34:00,Machine B2,2622
2623,2024-10-22 10:00:00,2024-10-22 11:45:00,Machine B3,2623
2624,2024-11-23 11:00:00,2024-11-23 13:58:00,Machine B4,2624
2625,2024-12-24 12:00:00,2024-12-24 13:40:00,Machine B0,2625
2626,2024-01-25 13:00:00,2024-01-25 14:26:00,Machine B1,2626
2627,2024-02-26 14:00:00,2024-02-26 16:02:00,Machine B2,2627
2628,2024-03-27 09:00:00,2024-03-27 10:40:00,Machine B3,2628
2629,2024-04-28 10:00:00,2024-04-28 12:06:00,Machine B4,2629
2630,2024-05-01 11:00:00,2024-05-01 12:44:00,Machine B0,2630
2631,2024-06-02 12:00:00,2024-06-02 13:47:00,Machine B1,2631
2632,2024-07-03 13:00:00,2024-07-03 15:00:00,Machine B2,2632
2633,2024-08-04 14:00:00,2024-08-04 16:33:00,Machine B3,2633
2634,2024-09-05 09:00:00,2024-09-05 10:37:00,Machine B4,2634
2635,2024-10-06 10:00:00,2024-10-06 11:39:00,Machine B0,2635
2636,2024-11-07 11:00:00,2024-11-07 13:29:00,Machine B1,2636
2637,2024-12-08 12:00:00,2024-12-08 13:05:00,Machine B2,2637
2638,2024-01-09 13:00:00,2024-01-09 14:15:00,Machine B3,2638
2639,2024-02-10 14:00:00,2024-02-10 15:38:00,Machine B4,2639
2640,2024-03-11 09:00:00,2024-03-11 11:57:00,Machine B0,2640
2641,2024-04-12 10:00:00,2024-04-12 12:27:00,Machine B1,2641
2642,2024-05-13 11:00:00,2024-05-13 13:04:00,Machine B2,2642
2643,2024-06-14 12:00:00,2024-06-14 13:03:00,Machine B3,2643
2644,2024-07-15 13:00:00,2024-07-15 14:34:00,Machine B4,2644
2645,2024-08-16 14:00:00,2024-08-16 16:22:00,Machine B0,2645
2646,2024-09-17 09:00:00,2024-09-17 10:41:00,Machine B1,2646
2647,2024-10-18 10:00:00,2024-10-18 11:39:00,Machine B2,2647
2648,2024-11-19 11:00:00,2024-11-19 13:19:00,Machine B3,2648
2649,2024-12-20 12:00:00,2024-12-20 14:16:00,Machine B4,2649
2650,2024-01-21 13:00:00,2024-01-21 14:40:00,Machine B0,2650
2651,2024-02-22 14:00:00,2024-02-22 16:20:00,Machine B1,2651
2652,2024-03-23 09:00:00,2024-03-23 10:59:00,Machine B2,2652
2653,2024-04-24 10:00:00,2024-04-24 12:15:00,Machine B3,2653
2654,2024-05-25 11:00:00,2024-05-25 13:27:00,Machine B4,2654
2655,2024-06-26 12:00:00,2024-06-26 13:34:00,Machine B0,2655
2656,2024-07-27 13:00:00,2024-07-27 14:02:00,Machine B1,2656
2657,2024-08-28 14:00:00,2024-08-28 16:10:00,Machine B2,2657
2658,2024-09-01 09:00:00,2024-09-01 10:33:00,Machine B3,2658
2659,2024-10-02 10:00:00,2024-10-02 12:25:00,Machine B4,2659
2660,2024-11-03 11:00:00,2024-11-03 13:56:00,Machine B0,2660
2661,2024-12-04 12:00:00,2024-12-04 14:17:00,Machine B1,2661
2662,2024-01-05 13:00:00,2024-01-05 16:00:00,Machine B2,2662
2663,2024-02-06 14:00:00,2024-02-06 16:07:00,Machine B3,2663
2664,2024-03-07 09:00:00,2024-03-07 10:24:00,Machine B4,2664
2665,2024-04-08 10:00:00,2024-04-08 12:57:00,Machine B0,2665
2666,2024-05-09 11:00:00,2024-05-09 13:20:00,Machine B1,2666
2667,2024-06-10 12:00:00,2024-06-10 13:25:00,Machine B2,2667
2668,2024-07-11 13:00:00,2024-07-11 14:53:00,Machine B3,2668
2669,2024-08-12 14:00:00,2024-08-12 15:25:00,Machine B4,2669
2670,2024-09-13 09:00:00,2024-09-13 10:59:00,Machine B0,2670
2671,2024-10-14 10:00:00,2024-10-14 11:16:00,Machine B1,2671
2672,2024-11-15 11:00:00,2024-11-15 13:05:00,Machine B2,2672
2673,2024-12-16 12:00:00,2024-12-16 14:44:00,Machine B3,2673
2674,2024-01-17 13:00:00,2024-01-17 14:21:00,Machine B4,2674
2675,2024-02-18 14:00:00,2024-02-18 15:34:00,Machine B0,2675
2676,2024-03-19 09:00:00,2024-03-19 10:59:00,Machine B1,2676
